rank0,csv_row_index0,working_index0
142,49246,20996
143,129281,54877
144,35646,15269
145,48632,20734
146,125817,53415
147,56124,23857
148,15588,6711
149,57651,24480
150,54295,23088
151,102211,43253
152,86794,36817
153,78883,33432
154,24715,10583
155,81272,34475
156,97120,41108
157,22217,9512
158,34921,14962
159,35313,15126
160,30879,13214
161,80011,33911
162,20205,8651
163,61845,26267
164,92751,39267
165,70675,30011
166,124735,52959
167,106242,44955
168,113360,48046
169,102102,43202
170,86166,36566
171,114467,48495
172,121945,51710
173,15074,6498
174,54798,23297
175,123024,52174
176,42364,18096
177,21041,9026
178,97410,41222
179,125514,53296
180,79447,33673
181,17649,7585
182,106490,45065
183,103399,43733
184,7074,3113
185,34946,14975
186,83329,35373
187,45620,19466
188,34927,14966
189,106111,44899
190,46197,19698
191,78505,33292
192,87504,37079
193,98891,41858
194,99861,42258
195,123648,52472
196,37571,16085
197,99107,41940
198,8883,3842
199,52122,22195
200,2744,1185
201,32042,13729
202,31431,13449
203,110706,46889
204,63398,26904
205,127220,54019
206,76846,32568
207,108293,45854
208,71379,30315
209,86871,36845
210,105319,44562
211,46959,20026
212,47915,20411
213,12053,5205
214,56652,24082
215,7855,3422
216,53148,22599
217,61906,26295
218,129121,54811
219,2320,1001
220,102114,43209
221,106454,45047
222,122143,51799
223,49701,21184
224,74903,31765
225,2205,946
226,5275,2304
227,66519,28241
228,39030,16675
229,14542,6262
230,27130,11608
231,29216,12487
232,31313,13397
233,6454,2849
234,12823,5528
235,65440,27788
236,68565,29132
237,83545,35463
238,62059,26367
239,92436,39132
240,120508,51105
241,86002,36500
242,119942,50859
243,51445,21918
244,30989,13262
245,129846,55115
246,124986,53064
247,35812,15335
248,58821,24975
249,74298,31528
250,82023,34811
251,118628,50287
252,72619,30826
253,69244,29401
254,13028,5617
255,117661,49870
256,18226,7836
257,40174,17167
258,36829,15756
259,108657,46007
260,108215,45819
261,1210,507
262,59106,25092
263,83553,35466
264,100538,42564
265,102800,43494
266,45002,19214
267,34798,14906
268,71188,30236
269,7000,3091
270,44127,18842
271,104529,44220
272,77759,32964
273,59368,25207
274,119097,50488
275,127203,54011
276,68096,28926
277,36803,15740
278,82099,34840
279,50576,21558
280,82837,35151
281,58773,24958
282,119808,50800
283,117254,49694
284,26336,11263
285,87715,37164
286,94833,40139
287,16096,6928
288,19204,8229
289,38696,16554
290,111893,47387
291,28474,12180
292,53988,22963
293,64630,27434
294,70772,30050
295,48717,20766
296,109012,46165
297,93222,39449
298,38252,16376
299,89859,38025
300,119384,50608
301,23591,10105
302,45643,19473
303,21647,9276
304,7232,3178
305,90562,38322
306,27608,11794
307,40052,17109
308,11880,5129
309,99219,41987
310,58006,24632
311,68103,28929
312,88650,37535
313,69630,29561
314,107030,45305
315,102150,43229
316,112367,47630
317,120190,50966
318,101717,43051
319,15865,6828
320,8891,3845
321,37203,15922
322,42092,17980
323,62289,26456
324,46539,19834
325,24970,10700
326,77494,32842
327,12757,5506
328,108682,46020
329,72924,30957
330,572,240
331,20112,8613
332,43199,18445
333,23874,10234
334,48067,20474
335,103908,43949
336,70053,29749
337,104684,44295
338,39678,16957
339,98912,41868
340,12379,5334
341,4464,1960
342,49543,21114
343,96045,40635
344,5011,2197
345,11033,4785
346,99871,42262
347,19424,8318
348,53985,22961
349,78870,33426
350,115927,49137
351,25505,10908
352,47516,20256
353,63239,26846
354,99313,42025
355,96769,40954
356,57936,24603
357,53456,22731
358,44277,18901
359,118326,50168
360,129682,55043
361,46591,19856
362,128480,54550
363,113073,47935
364,3994,1755
365,33776,14483
366,104320,44126
367,80255,34015
368,113056,47926
369,126593,53744
370,60751,25788
371,48925,20857
372,78222,33175
373,101675,43026
374,87672,37152
375,8207,3560
376,55742,23706
377,2714,1170
378,103414,43741
379,73516,31189
380,67212,28540
381,117909,49975
382,25519,10913
383,77971,33061
384,94748,40102
385,17523,7532
386,91858,38890
387,56687,24101
388,13310,5741
389,9819,4247
390,6463,2855
391,111962,47430
392,15338,6613
393,16858,7258
394,91096,38551
395,92801,39289
396,58764,24952
397,33549,14392
398,16077,6919
399,34289,14680
400,126996,53933
401,123521,52411
402,38118,16322
403,37069,15862
404,34852,14934
405,899,384
406,95468,40406
407,105643,44702
408,80897,34327
409,43816,18705
410,129314,54890
411,127117,53983
412,2322,1003
413,62880,26697
414,81849,34736
415,26487,11328
416,47165,20121
417,130199,55258
418,45607,19459
419,17579,7558
420,27832,11898
421,70136,29783
422,66629,28295
423,24849,10640
424,13470,5809
425,66151,28081
426,76036,32248
427,700,299
428,119999,50880
429,54219,23057
430,43999,18782
431,95218,40307
432,35589,15251
433,69588,29543
434,57413,24384
435,60880,25843
436,66417,28193
437,45696,19493
438,114273,48420
439,18745,8043
440,111991,47442
441,91009,38515
442,102360,43309
443,93325,39489
444,97270,41164
445,123343,52326
446,87915,37237
447,96994,41056
448,113640,48161
449,44941,19190
450,2206,947
451,27732,11853
452,15062,6493
453,105210,44511
454,65942,27997
455,82013,34805
456,93677,39646
457,73226,31079
458,13364,5761
459,53252,22637
460,126117,53545
461,69968,29708
462,88975,37681
463,59909,25432
464,103826,43915
465,124034,52648
466,62367,26488
467,70860,30090
468,109273,46282
469,92316,39084
470,45457,19398
471,69272,29414
472,68172,28958
473,8632,3729
474,12012,5190
475,60699,25767
476,45422,19389
477,109178,46237
478,101992,43158
479,8099,3516
480,120167,50955
481,54715,23261
482,45139,19276
483,78917,33451
484,65824,27948
485,54349,23111
486,84,36
487,86367,36649
488,114070,48335
489,30897,13223
490,13235,5710
491,69149,29370
492,23995,10281
493,102518,43379
494,129871,55123
495,55291,23506
496,48100,20493
497,47168,20122
498,102896,43535
499,29006,12391
500,2883,1245
501,21066,9035
502,118637,50290
503,11930,5155
504,17148,7381
505,27066,11587
506,97872,41420
507,68162,28954
508,110672,46873
509,23318,9982
510,85340,36214
511,98679,41778
512,7978,3473
513,84527,35868
514,70398,29899
515,94358,39941
516,32308,13856
517,85148,36125
518,22835,9770
519,122599,51983
520,39783,17002
521,120473,51090
522,95267,40326
523,97723,41356
524,28033,11990
525,119663,50737
526,15029,6476
527,11908,5140
528,81202,34449
529,135,61
530,45145,19280
531,101343,42889
532,10654,4616
533,127569,54160
534,107756,45619
535,4905,2152
536,81188,34444
537,42840,18293
538,62212,26425
539,102415,43333
540,93003,39369
541,88866,37636
542,81559,34608
543,51374,21882
544,85973,36489
545,83108,35264
546,11749,5076
547,92552,39177
548,17905,7696
549,109246,46271
550,48767,20786
551,6040,2642
552,65330,27741
553,94878,40153
554,27779,11872
555,5765,2513
556,62324,26470
557,23574,10093
558,107992,45723
559,86738,36796
560,10060,4352
561,106255,44961
562,66039,28032
563,108156,45789
564,8406,3640
565,128758,54663
566,81925,34766
567,98414,41668
568,29194,12477
569,128395,54513
570,58487,24842
571,130426,55372
572,7500,3290
573,102976,43562
574,96131,40668
575,106025,44859
576,34311,14691
577,24720,10585
578,45914,19584
579,56182,23881
580,115829,49109
581,27986,11965
582,90460,38270
583,38625,16526
584,19353,8293
585,124673,52930
586,32246,13831
587,76605,32480
588,62028,26351
589,123551,52427
590,75520,32033
591,35781,15321
592,28784,12298
593,2318,999
594,125601,53332
595,14159,6099
596,114154,48372
597,16288,7003
598,117324,49719
599,115136,48800
600,58007,24633
601,37773,16170
602,21414,9179
603,54470,23158
604,85045,36086
605,86313,36626
606,51689,22025
607,54389,23122
608,22156,9486
609,102843,43510
610,91848,38886
611,14708,6341
612,64516,27391
613,12990,5597
614,39862,17037
615,105790,44761
616,53133,22591
617,32041,13728
618,33362,14309
619,45968,19607
620,103716,43868
621,63260,26854
622,14816,6377
623,76742,32522
624,88079,37303
625,113218,47989
626,126107,53541
627,24695,10573
628,44002,18784
629,83819,35585
630,32330,13868
631,56694,24103
632,41566,17750
633,53343,22680
634,93765,39678
635,61265,26012
636,75082,31845
637,58952,25025
638,102320,43295
639,126270,53610
640,31838,13631
641,46859,19975
642,64352,27312
643,31800,13609
644,66499,28231
645,122388,51892
646,126322,53631
647,46880,19990
648,78438,33262
649,32323,13863
650,111237,47114
651,91695,38829
652,116055,49185
653,2469,1073
654,119006,50453
655,89833,38017
656,118467,50232
657,121104,51349
658,94617,40050
659,104694,44302
660,68990,29309
661,10704,4640
662,1904,816
663,652,271
664,105650,44704
665,72690,30863
666,123676,52486
667,113644,48164
668,15572,6704
669,40149,17153
670,29742,12723
671,118023,50028
672,119704,50754
673,54784,23290
674,35565,15239
675,42790,18278
676,404,166
677,78255,33187
678,51365,21877
679,119610,50709
680,20691,8880
681,118825,50369
682,117530,49817
683,7451,3269
684,57370,24365
685,70320,29862
686,61079,25927
687,110637,46853
688,53163,22604
689,62893,26704
690,114203,48393
691,101098,42794
692,43724,18665
693,29706,12705
694,30916,13229
695,33376,14315
696,47632,20301
697,53751,22856
698,52854,22485
699,121095,51344
700,123411,52362
701,63900,27126
702,107361,45458
703,41070,17542
704,6359,2801
705,26486,11327
706,70484,29931
707,77204,32711
708,54696,23252
709,123305,52305
710,92173,39029
711,50558,21549
712,19852,8512
713,74958,31786
714,29384,12559
715,90199,38169
716,79569,33728
717,20932,8987
718,117610,49849
719,113516,48107
720,75038,31824
721,39207,16768
722,37818,16187
723,68883,29261
724,113906,48268
725,53797,22876
726,42889,18317
727,76361,32377
728,105816,44777
729,76910,32592
730,105046,44448
731,104867,44371
732,114143,48367
733,19396,8307
734,126661,53778
735,35803,15331
736,94280,39903
737,20510,8800
738,48552,20697
739,124679,52931
740,100495,42541
741,88907,37652
742,18710,8029
743,75130,31866
744,126470,53690
745,53034,22555
746,65155,27673
747,7161,3147
748,109239,46266
749,113907,48269
750,42866,18305
751,107752,45618
752,87551,37101
753,16859,7259
754,50146,21384
755,122528,51952
756,123710,52500
757,117908,49974
758,128386,54506
759,9319,4027
760,7526,3303
761,61326,26036
762,61115,25943
763,114437,48485
764,61814,26254
765,13603,5865
766,32671,14005
767,82730,35110
768,84133,35703
769,112556,47715
770,95604,40456
771,14028,6041
772,36122,15453
773,118187,50104
774,118404,50203
775,26527,11348
776,111934,47411
777,94288,39907
778,51146,21788
779,80819,34290
780,32117,13767
781,72713,30871
782,30469,13037
783,106375,45013
784,57788,24540
785,130007,55176
786,10687,4632
787,92054,38977
788,83202,35309
789,20371,8731
790,43638,18635
791,126681,53790
792,39896,17054
793,90722,38386
794,83191,35302
795,4214,1839
796,67656,28734
797,95956,40593
798,18125,7789
799,23602,10111
800,75108,31858
801,3732,1637
802,81358,34515
803,4049,1781
804,125881,53443
805,88849,37626
806,56712,24110
807,41215,17595
808,87756,37180
809,14029,6042
810,25032,10720
811,19334,8283
812,90044,38108
813,57237,24316
814,31249,13373
815,2731,1178
816,88911,37653
817,68497,29100
818,54035,22982
819,107344,45448
820,28192,12055
821,16029,6904
822,85585,36318
823,78504,33291
824,122951,52145
825,112357,47623
826,49913,21285
827,35566,15240
828,32601,13975
829,86890,36852
830,26304,11249
831,96482,40822
832,42073,17969
833,59165,25119
834,127989,54346
835,82941,35191
836,69522,29515
837,5023,2204
838,22780,9746
839,95643,40470
840,47827,20376
841,18640,8002
842,73269,31099
843,47904,20405
844,34575,14807
845,61339,26041
846,122910,52125
847,61898,26290
848,104575,44240
849,68336,29022
850,78329,33211
851,114392,48465
852,113182,47975
853,116124,49213
854,52834,22476
855,113969,48293
856,8710,3759
857,103717,43869
858,70504,29942
859,116433,49344
860,95787,40520
861,50573,21555
862,77447,32819
863,28213,12069
864,81628,34634
865,86895,36853
866,60828,25825
867,129106,54804
868,8424,3646
869,20037,8579
870,13977,6020
871,45956,19600
872,76008,32232
873,119444,50632
874,129546,54980
875,1964,843
876,107421,45482
877,14484,6241
878,14010,6035
879,89562,37899
880,22453,9605
881,121847,51667
882,115129,48794
883,65023,27610
884,118674,50307
885,114759,48625
886,15804,6800
887,786,336
888,106844,45224
889,122404,51898
890,8385,3633
891,17652,7587
892,117740,49905
893,74435,31583
894,107792,45633
895,36052,15430
896,35975,15400
897,45146,19281
898,113485,48096
899,53275,22650
900,118912,50411
901,24119,10334
902,60120,25529
903,118948,50427
904,18621,7991
905,48760,20783
906,124509,52857
907,78863,33423
908,94079,39796
909,129197,54840
910,1530,662
911,14879,6415
912,31911,13664
913,53274,22649
914,99087,41936
915,1448,625
916,14904,6425
917,119847,50815
918,73216,31074
919,98947,41880
920,100583,42592
921,87722,37167
922,64744,27484
923,72798,30906
924,68643,29170
925,17659,7590
926,78523,33299
927,112114,47499
928,6265,2754
929,34699,14866
930,110051,46600
931,62976,26739
932,57500,24424
933,47609,20290
934,124850,53006
935,106305,44983
936,45900,19580
937,10613,4599
938,44395,18953
939,123957,52615
940,75131,31867
941,103228,43670
942,127737,54241
943,49179,20962
944,26731,11444
945,83222,35319
946,110384,46738
947,10628,4603
948,78756,33376
949,11991,5180
950,95109,40267
951,52532,22358
952,112120,47503
953,58705,24924
954,57522,24435
955,106755,45182
956,87435,37056
957,79200,33564
958,66717,28332
959,112644,47756
960,11687,5050
961,116128,49216
962,11474,4968
963,5185,2268
964,34196,14639
965,6441,2844
966,119553,50682
967,49235,20991
968,43006,18362
969,35033,15011
970,11318,4905
971,49308,21011
972,8596,3717
973,34419,14740
974,99503,42100
975,60153,25540
976,6535,2891
977,123507,52402
978,81012,34377
979,56091,23843
980,94385,39954
981,33476,14363
982,53621,22799
983,10997,4771
984,24216,10377
985,107551,45540
986,52622,22393
987,14425,6217
988,51825,22084
989,43231,18459
990,13139,5666
991,111214,47106
992,56429,23991
993,773,330
994,121469,51507
995,27037,11571
996,76438,32411
997,80741,34255
998,127692,54224
999,108824,46080
1000,61655,26182
1001,27172,11622
1002,121860,51674
1003,3147,1378
1004,53350,22683
1005,10906,4730
1006,37481,16045
1007,102990,43569
1008,108643,46003
1009,68068,28913
1010,121844,51665
1011,20834,8943
1012,19524,8359
1013,117866,49962
1014,798,341
1015,43688,18655
1016,48462,20665
1017,119961,50867
1018,15228,6561
1019,80559,34167
1020,60341,25613
1021,32804,14060
1022,100011,42319
1023,99877,42266
1024,9070,3921
1025,72708,30868
1026,43923,18748
1027,81431,34547
1028,21539,9233
1029,24808,10626
1030,117520,49811
1031,76521,32446
1032,53641,22808
1033,62807,26663
1034,11784,5092
1035,123227,52270
1036,7296,3204
1037,120674,51177
1038,40409,17251
1039,44473,18994
1040,80959,34356
1041,9291,4014
1042,106625,45122
1043,77020,32632
1044,31948,13684
1045,130423,55370
1046,99259,42002
1047,116122,49211
1048,3688,1617
1049,53290,22657
1050,21433,9188
1051,57056,24249
1052,3402,1500
1053,31704,13563
1054,39169,16752
1055,49799,21229
1056,15799,6799
1057,2466,1070
1058,114733,48616
1059,11980,5176
1060,26012,11140
1061,93215,39445
1062,57517,24432
1063,16095,6927
1064,4618,2021
1065,1082,448
1066,74343,31544
1067,118754,50337
1068,38958,16649
1069,19422,8317
1070,93184,39435
1071,18144,7799
1072,109812,46492
1073,126337,53637
1074,83725,35538
1075,121251,51407
1076,75359,31965
1077,24693,10571
1078,102583,43399
1079,73155,31049
1080,99874,42265
1081,12952,5581
1082,83638,35504
1083,1314,560
1084,45370,19370
1085,112592,47734
1086,37683,16132
1087,77785,32973
1088,113463,48089
1089,57697,24501
1090,35618,15259
1091,40813,17432
1092,119345,50591
1093,123114,52216
1094,72674,30854
1095,115421,48926
1096,52163,22212
1097,1307,556
1098,98407,41663
1099,91676,38823
1100,117339,49728
1101,46792,19945
1102,64437,27356
1103,95609,40458
1104,50293,21448
1105,82836,35150
1106,108361,45884
1107,8234,3569
1108,40827,17441
1109,106976,45279
1110,94622,40052
1111,74173,31476
1112,10676,4628
1113,16215,6973
1114,43793,18694
1115,47277,20157
1116,63593,26984
1117,60322,25604
1118,118274,50146
1119,92963,39356
1120,106602,45111
1121,43508,18589
1122,47093,20090
1123,87382,37033
1124,26079,11164
1125,50066,21356
1126,104665,44285
1127,38651,16539
1128,9198,3977
1129,11843,5117
1130,79016,33491
1131,110364,46727
1132,29224,12491
1133,128185,54429
1134,18137,7795
1135,126638,53765
1136,123272,52287
1137,11541,4994
1138,100548,42569
1139,106339,44995
1140,87497,37076
1141,114173,48379
1142,125141,53126
1143,78743,33372
1144,6727,2963
1145,13261,5722
1146,72589,30812
1147,69273,29415
1148,79384,33646
1149,88874,37641
1150,129222,54854
1151,33928,14542
1152,244,110
1153,88812,37611
1154,26009,11138
1155,111053,47032
1156,107092,45333
1157,83716,35532
1158,113897,48264
1159,25751,11030
1160,77720,32950
1161,125820,53416
1162,108278,45847
1163,106770,45191
1164,64084,27206
1165,38441,16455
1166,16011,6895
1167,100103,42361
1168,101233,42855
1169,54174,23037
1170,105334,44570
1171,111972,47434
1172,66020,28028
1173,61844,26266
1174,2967,1289
1175,69926,29687
1176,21893,9378
1177,2008,865
1178,97779,41376
1179,43624,18626
1180,108319,45866
1181,84693,35938
1182,109176,46236
1183,115510,48966
1184,84571,35889
1185,1291,546
1186,99127,41948
1187,33260,14263
1188,47902,20404
1189,78926,33454
1190,102713,43453
1191,104663,44284
1192,13453,5800
1193,121332,51443
1194,114046,48325
1195,31241,13368
1196,124997,53071
1197,37968,16257
1198,101485,42951
1199,4885,2143
1200,728,309
1201,54442,23146
1202,41789,17844
1203,90245,38185
1204,127703,54231
1205,79389,33648
1206,110933,46984
1207,64671,27450
1208,116201,49251
1209,112125,47505
1210,12719,5491
1211,33756,14476
1212,33640,14438
1213,106177,44930
1214,24877,10657
1215,14596,6285
1216,33079,14187
1217,127492,54129
1218,112747,47797
1219,120314,51017
1220,100776,42671
1221,105461,44628
1222,68360,29034
1223,90407,38248
1224,107803,45639
1225,112900,47870
1226,51187,21806
1227,28032,11989
1228,75929,32199
1229,128533,54578
1230,115704,49060
1231,81366,34519
1232,30291,12963
1233,84768,35974
1234,93142,39422
1235,83776,35563
1236,30173,12910
1237,94969,40196
1238,108130,45778
1239,114771,48627
1240,116692,49460
1241,113988,48301
1242,95690,40487
1243,62708,26626
1244,13745,5932
1245,9459,4092
1246,33397,14326
1247,50184,21398
1248,117888,49968
1249,69439,29477
1250,65535,27829
1251,69210,29392
1252,10413,4509
1253,69858,29660
1254,41323,17640
1255,81393,34531
1256,110310,46705
1257,31545,13501
1258,23592,10106
1259,102983,43566
1260,8611,3721
1261,116909,49550
1262,3358,1478
1263,84899,36025
1264,69075,29340
1265,5133,2248
1266,24506,10490
1267,65247,27712
1268,127690,54222
1269,37970,16259
1270,82138,34858
1271,23126,9900
1272,6299,2772
1273,73961,31380
1274,88315,37397
1275,108936,46132
1276,125855,53433
1277,69192,29386
1278,59542,25276
1279,109029,46171
1280,4796,2101
1281,53871,22912
1282,88317,37398
1283,22365,9572
1284,92287,39070
1285,72319,30699
1286,120382,51044
1287,124570,52888
1288,48415,20648
1289,66160,28083
1290,54888,23340
1291,49135,20949
1292,361,146
1293,119564,50688
1294,41651,17784
1295,52078,22175
1296,54265,23074
1297,25625,10969
1298,125314,53211
1299,128646,54623
1300,115193,48823
1301,29136,12452
1302,34390,14725
1303,96157,40678
1304,112414,47655
1305,98292,41606
1306,109475,46354
1307,96382,40771
1308,80091,33943
1309,12706,5484
1310,108907,46119
1311,9415,4073
1312,61881,26282
1313,64164,27234
1314,99138,41955
1315,31947,13683
1316,60757,25791
1317,86168,36568
1318,76641,32488
1319,24384,10439
1320,24091,10320
1321,36327,15539
1322,4977,2185
1323,124525,52865
1324,119893,50837
1325,110106,46622
1326,70622,29991
1327,44064,18808
1328,67863,28830
1329,23050,9870
1330,75605,32073
1331,70433,29911
1332,10136,4381
1333,129804,55100
1334,37611,16102
1335,119439,50628
1336,78035,33089
1337,96020,40619
1338,25131,10760
1339,96269,40729
1340,126161,53570
1341,119016,50457
1342,123614,52454
1343,125424,53258
1344,33933,14545
1345,82790,35138
1346,61722,26216
1347,26609,11390
1348,128808,54681
1349,121419,51488
1350,129400,54921
1351,102889,43533
1352,122167,51810
1353,86045,36520
1354,42234,18036
1355,93191,39439
1356,146,66
1357,51604,21985
1358,82747,35116
1359,10911,4733
1360,96073,40645
1361,65384,27761
1362,67343,28594
1363,103364,43720
1364,11153,4832
1365,1939,830
1366,48147,20515
1367,30485,13040
1368,32607,13977
1369,82470,35001
1370,99347,42038
1371,127949,54326
1372,81577,34612
1373,66255,28122
1374,69616,29557
1375,71170,30227
1376,19300,8269
1377,31022,13281
1378,24072,10312
1379,95355,40359
1380,92621,39213
1381,21666,9282
1382,73619,31241
1383,18626,7993
1384,124688,52935
1385,95034,40230
1386,94218,39872
1387,21746,9322
1388,27490,11749
1389,118131,50076
1390,63995,27161
1391,36105,15446
1392,4280,1872
1393,120671,51176
1394,41965,17923
1395,50759,21633
1396,74695,31690
1397,65433,27786
1398,110349,46722
1399,124978,53062
1400,130254,55285
1401,86423,36672
1402,85260,36179
1403,121047,51325
1404,20590,8833
1405,9604,4155
1406,78928,33455
1407,35287,15116
1408,87267,36991
1409,122739,52050
1410,37121,15884
1411,42072,17968
1412,73634,31246
1413,43205,18448
1414,14559,6271
1415,74403,31571
1416,45754,19522
1417,127797,54267
1418,18612,7986
1419,88255,37373
1420,24708,10580
1421,88357,37419
1422,55733,23699
1423,122278,51849
1424,118445,50224
1425,81719,34681
1426,67987,28880
1427,33958,14554
1428,34136,14616
1429,976,405
1430,20978,9002
1431,94522,40012
1432,6052,2650
1433,3413,1506
1434,64366,27318
1435,49679,21174
1436,97713,41351
1437,33061,14180
1438,93430,39535
1439,52195,22223
1440,85796,36414
1441,2597,1120
1442,119738,50770
1443,20845,8951
1444,64363,27316
1445,54820,23306
1446,86251,36599
1447,64795,27502
1448,56677,24095
1449,7419,3256
1450,70047,29745
1451,36435,15582
1452,98508,41708
1453,49010,20891
1454,105805,44769
1455,124668,52928
1456,122129,51790
1457,82673,35084
1458,89863,38028
1459,8371,3623
1460,92402,39118
1461,98036,41496
1462,81379,34527
1463,83963,35647
1464,26661,11415
1465,59294,25168
1466,125608,53336
1467,79345,33629
1468,105787,44760
1469,51728,22045
1470,55300,23511
1471,89834,38018
1472,45735,19511
1473,49057,20906
1474,39872,17043
1475,36560,15640
1476,78444,33266
1477,63110,26791
1478,117528,49816
1479,38167,16342
1480,84100,35695
1481,86796,36819
1482,15615,6728
1483,87150,36945
1484,66051,28037
1485,106178,44931
1486,39816,17013
1487,29625,12665
1488,69675,29582
1489,27067,11588
1490,97804,41389
1491,67499,28664
1492,121335,51446
1493,91078,38546
1494,76674,32497
1495,57139,24273
1496,72233,30666
1497,57402,24379
1498,16088,6925
1499,3424,1511
1500,70234,29825
1501,78914,33449
1502,98321,41622
1503,42616,18204
1504,38595,16513
1505,129275,54875
1506,129999,55173
1507,65309,27734
1508,108896,46113
1509,52480,22333
1510,26754,11456
1511,16523,7107
1512,77115,32675
1513,74475,31600
1514,70018,29733
1515,115361,48899
1516,45366,19369
1517,45440,19393
1518,52780,22449
1519,123896,52588
1520,37183,15913
1521,10339,4474
1522,25973,11125
1523,47490,20243
1524,57610,24469
1525,117777,49920
1526,99394,42058
1527,111998,47445
1528,107360,45457
1529,86186,36576
1530,67524,28675
1531,37094,15875
1532,13555,5845
1533,61175,25968
1534,8496,3679
1535,115255,48847
1536,11231,4868
1537,121205,51390
1538,34811,14913
1539,98965,41892
1540,91039,38528
1541,82774,35131
1542,68330,29021
1543,29131,12450
1544,15241,6567
1545,13779,5946
1546,32193,13809
1547,57541,24446
1548,98794,41823
1549,57753,24524
1550,56108,23847
1551,124031,52647
1552,31470,13468
1553,62610,26581
1554,6182,2718
1555,37433,16023
1556,13628,5878
1557,54033,22980
1558,15665,6744
1559,51567,21970
1560,52374,22298
1561,96314,40744
1562,16822,7239
1563,1528,660
1564,88682,37549
1565,95663,40478
1566,114831,48659
1567,119598,50704
1568,128339,54485
1569,66165,28087
1570,72725,30875
1571,89740,37977
1572,8674,3743
1573,46681,19894
1574,66324,28150
1575,108729,46041
1576,3575,1572
1577,130141,55230
1578,55739,23703
1579,55939,23786
1580,103453,43755
1581,61347,26046
1582,120281,51005
1583,125985,53482
1584,46041,19642
1585,99061,41925
1586,22689,9706
1587,126132,53553
1588,25600,10953
1589,28652,12242
1590,89442,37858
1591,81623,34630
1592,121423,51490
1593,17977,7724
1594,104577,44242
1595,74185,31483
1596,68050,28907
1597,77324,32765
1598,95621,40463
1599,118130,50075
1600,32414,13903
1601,49260,20999
1602,70112,29771
1603,44073,18812
1604,91629,38799
1605,38816,16595
1606,48805,20797
1607,81568,34610
1608,72974,30975
1609,123055,52191
1610,87306,37008
1611,39825,17018
1612,109367,46318
1613,41177,17581
1614,30568,13075
1615,26412,11294
1616,28985,12382
1617,24726,10589
1618,90614,38342
1619,53842,22897
1620,13379,5766
1621,79205,33566
1622,32418,13905
1623,123921,52599
1624,35056,15021
1625,3158,1382
1626,20567,8823
1627,106341,44996
1628,69065,29336
1629,12001,5184
1630,11918,5146
1631,34826,14920
1632,111368,47158
1633,72066,30597
1634,41371,17659
1635,112230,47561
1636,96962,41042
1637,27510,11759
1638,102056,43183
1639,36844,15763
1640,37761,16161
1641,1684,725
1642,112310,47599
1643,114557,48531
1644,55857,23744
1645,96982,41048
1646,122985,52156
1647,22312,9553
1648,61067,25922
1649,32404,13898
1650,43288,18490
1651,96949,41036
1652,4768,2089
1653,30754,13153
1654,31195,13344
1655,12124,5231
1656,88123,37323
1657,101561,42976
1658,103538,43803
1659,68745,29207
1660,47975,20435
1661,118258,50139
1662,69672,29581
1663,60730,25781
1664,39698,16966
1665,101113,42803
1666,122989,52159
1667,111005,47016
