role_rank0,csv_row_index0,working_index0
129,44017,18792
130,37946,16246
131,121462,51503
132,25131,10760
133,58127,24683
134,129800,55098
135,84396,35816
136,125965,53475
137,68616,29157
138,53433,22723
139,87727,37170
140,22722,9719
141,38176,16348
142,11284,4890
143,19039,8153
144,100189,42403
145,2905,1260
146,40508,17292
147,48880,20834
148,59089,25082
149,70906,30113
150,30988,13261
151,49584,21133
152,39930,17066
153,27942,11944
154,35288,15117
155,68990,29309
156,118429,50215
157,97406,41220
158,37884,16219
159,16135,6945
160,128560,54591
161,103500,43778
162,13791,5951
163,101311,42883
164,59926,25441
165,67754,28780
166,92240,39056
167,76586,32471
168,126826,53861
169,55910,23768
170,51723,22042
171,57134,24270
172,41506,17725
173,23560,10085
174,113652,48166
175,51342,21868
176,84678,35929
177,32087,13754
178,108947,46138
179,77023,32633
180,36905,15788
181,41666,17792
182,51024,21739
183,34921,14962
184,59911,25434
185,101948,43141
186,80794,34281
187,37183,15913
188,114700,48597
189,42072,17968
190,66520,28242
191,130032,55186
192,122001,51741
193,104653,44281
194,58822,24976
195,60800,25808
196,91507,38746
197,35443,15179
198,26504,11336
199,15626,6732
200,115124,48791
201,27508,11757
202,24636,10550
203,55892,23759
204,41073,17543
205,33688,14452
206,68987,29307
207,129714,55055
208,80644,34206
209,58067,24660
210,11445,4957
211,28736,12279
212,65102,27651
213,17406,7476
214,111742,47322
215,106874,45233
216,30206,12927
217,117329,49722
218,92562,39182
219,27940,11942
220,86683,36766
221,8799,3799
222,68396,29054
223,11964,5169
224,122315,51862
225,124953,53052
226,74198,31488
227,72771,30891
228,76771,32537
229,96499,40831
230,56956,24208
231,14052,6052
232,79070,33507
233,25623,10967
234,90215,38176
235,98056,41505
236,129432,54935
237,48211,20548
238,33902,14531
239,55869,23747
240,61419,26080
241,118427,50214
242,42214,18030
243,121889,51683
244,59444,25238
245,127312,54050
246,100771,42667
247,100633,42621
248,48779,20791
249,38252,16376
250,7080,3115
251,79230,33578
252,115513,48967
253,46463,19804
254,54997,23389
255,93748,39672
256,27080,11591
257,24098,10323
258,57686,24494
259,8935,3863
260,105185,44503
261,3397,1496
262,762,322
263,88187,37350
264,47113,20100
265,6044,2644
266,36506,15613
267,103162,43638
268,40318,17213
269,80449,34111
270,107694,45598
271,60901,25849
272,52466,22327
273,89671,37943
274,114733,48616
275,25106,10751
276,31735,13578
277,33583,14411
278,93659,39637
279,41682,17799
280,120194,50969
281,71100,30205
282,112256,47574
283,13911,6000
284,12399,5346
285,53179,22608
286,62401,26505
287,120652,51168
288,3928,1721
289,119877,50829
290,97013,41062
291,24941,10690
292,56791,24144
293,108323,45869
294,8275,3584
295,110394,46742
296,37882,16217
297,25266,10816
298,34775,14895
299,109846,46510
300,101880,43113
301,111951,47422
302,58107,24678
303,78931,33457
304,11981,5177
305,74303,31530
306,91530,38755
307,70114,29773
308,89577,37906
309,21014,9013
310,32432,13911
311,9240,3997
312,105331,44567
313,87467,37067
314,80247,34012
315,80959,34356
316,107016,45299
317,121931,51700
318,108025,45737
319,42085,17975
320,79899,33869
321,41611,17767
322,113619,48153
323,56516,24030
324,89911,38043
325,121609,51567
326,68691,29186
327,52620,22392
328,92125,39012
329,106010,44855
330,35949,15390
331,92304,39078
332,57024,24233
333,122841,52094
334,54819,23305
335,848,366
336,15793,6797
337,12938,5576
338,72015,30576
339,120138,50940
340,8106,3518
341,97100,41098
342,107109,45344
343,96427,40798
344,116830,49520
345,74511,31613
346,8468,3673
347,118367,50188
348,30390,13000
349,78346,33222
350,93856,39710
351,83649,35508
352,117751,49910
353,52812,22464
354,11331,4912
355,66238,28116
356,28265,12092
357,119076,50479
358,89870,38029
359,1185,493
360,5573,2418
361,14270,6150
362,108817,46077
363,45188,19305
364,5509,2391
365,117665,49872
366,91979,38942
367,92603,39204
368,81072,34400
369,77767,32968
370,87145,36943
371,125339,53222
372,99110,41942
373,123528,52415
374,47521,20258
375,19396,8307
376,93227,39451
377,32476,13928
378,37858,16208
379,40692,17377
380,50211,21414
381,105937,44833
382,69528,29520
383,93973,39752
384,20681,8877
385,69198,29388
386,50922,21697
387,71716,30449
388,20756,8910
389,127533,54146
390,578,242
391,24506,10490
392,85998,36498
393,24760,10605
394,5732,2499
395,34404,14733
396,84287,35765
397,41853,17872
398,92035,38968
399,71171,30228
400,121002,51302
401,82898,35176
402,52669,22411
403,111122,47070
404,117398,49752
405,67118,28497
406,88231,37366
407,38288,16395
408,8130,3528
409,30432,13018
410,22317,9555
411,31840,13632
412,62887,26701
413,99773,42213
414,29117,12441
415,71736,30461
416,6073,2658
417,42682,18234
418,46769,19932
419,113797,48223
420,124975,53061
421,111592,47251
422,108842,46087
423,112663,47764
424,127841,54278
425,9944,4295
426,10550,4564
427,21795,9340
428,84199,35730
429,16815,7236
430,1462,632
431,112655,47761
432,60219,25565
433,109616,46414
434,101957,43145
435,32235,13829
436,92169,39027
437,111137,47076
438,103190,43652
439,38768,16578
440,52277,22256
441,32135,13775
442,107330,45442
443,92808,39295
444,21685,9290
445,94889,40157
446,50478,21522
447,126798,53845
448,44139,18846
449,36214,15489
450,110529,46805
451,55960,23792
452,96845,40987
453,6621,2921
454,66125,28069
455,130298,55314
456,47092,20089
457,103236,43672
458,51833,22087
459,96258,40722
460,25158,10768
461,63943,27147
462,82488,35008
463,110825,46935
464,24726,10589
465,86012,36505
466,67189,28529
467,84487,35852
468,103426,43743
469,36309,15531
470,3270,1434
471,18464,7929
472,99243,41996
473,122039,51755
474,121567,51556
475,13181,5684
476,24309,10406
477,44238,18884
478,48188,20537
479,104435,44181
480,75214,31900
481,104737,44318
482,65109,27655
483,125292,53200
484,117440,49770
485,29494,12608
486,116550,49401
487,38174,16347
488,115994,49164
489,49767,21214
490,2832,1221
491,91433,38719
492,71792,30479
493,40366,17238
494,70359,29877
495,54035,22982
496,103811,43908
497,82608,35056
498,100291,42448
499,59967,25461
500,95806,40529
501,32633,13991
502,96859,40995
503,100476,42531
504,15260,6577
505,26364,11277
506,127599,54173
507,105094,44465
508,4557,1995
509,40553,17311
510,94685,40076
511,91263,38629
512,103697,43859
513,20600,8837
514,9599,4153
515,19328,8280
516,105239,44528
517,96609,40877
518,26480,11324
519,2044,877
520,38845,16603
521,104185,44068
522,107081,45327
523,9709,4203
524,119316,50577
525,115694,49055
526,5785,2524
527,66468,28213
528,117470,49788
529,44866,19164
530,13564,5849
531,71767,30470
532,102764,43480
533,9842,4258
534,89788,37998
535,57026,24234
536,609,254
537,21242,9116
538,57536,24443
539,36949,15809
540,121177,51378
541,115567,48993
542,36725,15709
543,112038,47463
544,63262,26855
545,14407,6209
546,81144,34422
547,86028,36511
548,6498,2874
549,9378,4055
550,65278,27722
551,24798,10622
552,129745,55073
553,123946,52610
554,60466,25666
555,91726,38845
556,78788,33392
557,2074,892
558,31346,13413
559,67090,28485
560,111331,47148
561,48216,20552
562,130039,55188
563,84810,35990
564,70662,30008
565,88475,37460
566,4795,2100
567,3158,1382
568,66908,28415
569,105282,44551
570,31691,13558
571,23371,10006
572,7013,3097
573,28915,12350
574,95988,40609
575,65410,27771
576,110739,46902
577,18981,8132
578,48726,20770
579,110035,46594
580,80514,34143
581,3812,1671
582,95906,40571
583,93502,39570
584,67505,28667
585,102319,43294
586,13157,5675
587,104575,44240
588,91791,38867
589,29046,12408
590,92743,39264
591,53096,22578
592,57783,24538
593,24871,10653
594,101557,42975
595,101613,42998
596,95247,40316
597,99740,42202
598,127673,54215
599,23418,10024
600,92160,39023
601,10506,4544
602,27071,11589
603,9672,4186
604,128071,54380
605,2158,926
606,122691,52027
607,97157,41127
608,41162,17575
609,9625,4166
610,104485,44204
611,1088,452
612,63637,27009
613,36921,15796
614,11028,4784
615,92536,39170
616,13530,5835
617,36020,15416
618,2785,1205
619,15442,6647
620,88884,37646
621,2217,952
622,90312,38210
623,75239,31911
624,125011,53076
625,4428,1943
626,8833,3816
627,23090,9882
628,109354,46312
629,57902,24588
630,82453,34992
631,37230,15936
632,70601,29985
633,60597,25723
634,64278,27280
635,95012,40218
636,65767,27920
637,117701,49889
638,75283,31929
639,34094,14599
640,8391,3636
641,21179,9087
642,21739,9318
643,25396,10868
644,106769,45190
645,30645,13104
646,124889,53024
647,115148,48805
648,102790,43489
649,108555,45967
650,67740,28770
651,75188,31892
652,49477,21087
653,10402,4503
654,2370,1024
655,123320,52313
656,21509,9220
657,90508,38295
658,52521,22353
659,116054,49184
660,125093,53111
661,23349,9999
662,67308,28576
663,106048,44874
664,65747,27915
665,3255,1425
666,69020,29321
667,84034,35675
668,62622,26586
669,45240,19327
670,128307,54475
671,31308,13396
672,7938,3454
673,7626,3334
674,85292,36190
675,118992,50445
676,82668,35082
677,44370,18945
678,69309,29429
679,115190,48822
680,34550,14799
681,51960,22130
682,43794,18695
683,54774,23287
684,14508,6247
685,116038,49178
686,38443,16456
687,115947,49146
688,116301,49286
689,85098,36105
690,89490,37874
691,61940,26313
692,50254,21431
693,23190,9931
694,26519,11345
695,64859,27532
696,118837,50374
697,119526,50668
698,125400,53251
699,105472,44633
700,23643,10133
701,101430,42929
702,38930,16637
703,125447,53270
704,60168,25546
705,128532,54577
706,104260,44101
707,64177,27241
708,15909,6850
709,68376,29044
710,23655,10140
711,2615,1133
712,9376,4054
713,62241,26436
714,107455,45495
715,57260,24322
716,79323,33619
717,102450,43345
718,45488,19417
719,85653,36352
720,48102,20495
721,65052,27626
722,30945,13243
723,6995,3089
724,10937,4744
725,91148,38576
726,124606,52905
727,23092,9883
728,90623,38345
729,125816,53414
730,33020,14157
731,19990,8564
732,70279,29841
733,114067,48333
734,50736,21618
735,83310,35368
736,116275,49277
737,76016,32236
738,97384,41211
739,103889,43943
740,40592,17328
741,130050,55192
742,74040,31409
743,22977,9838
744,125269,53186
745,40409,17251
746,120131,50935
747,43247,18468
748,126070,53524
749,114086,48343
750,64898,27552
751,79257,33588
752,28344,12118
753,11242,4873
754,116826,49517
755,74149,31463
756,32049,13734
757,74743,31710
758,15785,6796
759,69057,29333
760,127102,53976
761,49337,21022
762,114933,48703
763,69525,29517
764,117586,49835
765,92020,38956
766,39699,16967
767,81953,34781
768,102380,43317
769,50868,21675
770,124266,52756
771,119850,50818
772,24346,10428
773,9424,4077
774,565,237
775,96681,40911
776,97449,41238
777,76645,32491
778,90844,38439
779,53635,22802
780,1421,610
781,46562,19843
782,129,59
783,115154,48809
784,15596,6715
785,55358,23531
786,69708,29595
787,113767,48213
788,119711,50758
789,15236,6563
790,19546,8370
791,58706,24925
792,111527,47226
793,58280,24753
794,25047,10727
795,82852,35154
796,125741,53390
797,10084,4363
798,64904,27555
799,56331,23945
800,100789,42677
801,73177,31060
802,127539,54148
803,26869,11502
804,48047,20462
805,115648,49036
806,115236,48842
807,18029,7746
808,118659,50301
809,83152,35285
810,7777,3394
811,93915,39736
812,50921,21696
813,3396,1495
814,99417,42070
815,21024,9016
816,84923,36035
817,109969,46565
818,88317,37398
819,59370,25208
820,66755,28352
821,19219,8234
822,58082,24668
823,35954,15394
824,37383,16001
825,100984,42748
826,10418,4511
827,2557,1104
828,25001,10711
829,52623,22394
830,66969,28436
831,68260,28988
832,125644,53347
833,6818,3004
834,60032,25490
835,125283,53196
836,72948,30964
837,82517,35020
838,113176,47971
839,15293,6590
840,1194,498
841,96066,40641
842,96758,40948
843,87261,36990
844,32702,14017
845,63770,27074
846,6271,2756
847,35583,15248
848,4875,2138
849,122141,51798
850,4550,1991
851,6198,2726
852,25941,11112
853,129132,54816
854,98602,41745
855,102583,43399
856,73508,31186
857,31796,13607
858,63482,26938
859,62019,26345
860,30468,13036
861,97446,41235
862,28758,12287
863,27870,11910
864,124672,52929
865,93030,39382
866,123726,52509
867,66801,28371
868,33097,14197
869,57788,24540
870,32080,13751
871,80399,34082
872,25315,10835
873,104701,44305
874,84227,35741
875,42360,18093
876,126968,53922
877,6181,2717
878,91819,38877
879,111677,47294
880,60778,25799
881,87891,37227
882,124840,53001
883,19746,8468
884,103524,43794
885,32417,13904
886,70909,30114
887,3054,1343
888,7387,3247
889,5350,2329
890,73169,31056
891,6812,3002
892,110033,46592
893,108199,45807
894,16867,7261
895,130319,55326
896,62942,26727
897,76187,32313
898,17445,7500
899,41926,17902
900,110910,46972
901,28518,12192
902,63633,27007
903,86336,36635
904,88701,37557
905,40153,17156
906,3253,1424
907,56660,24086
908,66310,28147
909,48052,20465
910,129377,54913
911,33516,14375
912,10968,4755
913,36969,15815
914,20832,8942
915,3348,1472
916,78913,33448
917,72342,30710
918,81401,34535
919,36325,15537
920,9695,4197
921,130220,55267
922,104173,44062
923,23559,10084
924,118752,50336
925,27926,11936
926,124723,52955
927,71602,30406
928,41020,17522
929,11212,4861
930,107718,45605
931,2381,1029
932,50444,21504
933,33351,14302
934,21143,9071
935,11083,4808
936,53277,22652
937,128564,54593
938,97953,41460
939,67622,28719
940,60730,25781
941,41579,17757
942,42362,18094
943,19966,8558
944,81372,34523
945,71795,30481
946,15494,6668
947,58306,24764
948,17641,7582
949,119520,50664
950,26709,11433
951,110897,46967
952,49480,21088
953,40411,17253
954,1220,513
955,40990,17510
956,77985,33068
957,67149,28511
958,116382,49320
959,51902,22110
960,95149,40281
961,89184,37771
962,120547,51121
963,79713,33789
964,94618,40051
965,48858,20823
966,61539,26129
967,109772,46479
968,78496,33287
969,24503,10488
970,83397,35406
971,110930,46981
972,117252,49693
973,29118,12442
974,15833,6815
975,76846,32568
976,14465,6231
977,126611,53754
978,63600,26987
979,55494,23595
980,58346,24782
981,24167,10355
982,8818,3808
983,22035,9431
984,57665,24486
985,72065,30596
986,62023,26348
987,45664,19479
988,116993,49586
989,98338,41632
990,117081,49623
991,82521,35023
992,114318,48436
993,33608,14423
994,4924,2158
995,38120,16324
996,67940,28866
997,30485,13040
998,15017,6472
999,102344,43303
1000,103469,43766
1001,104631,44267
1002,56060,23831
1003,90801,38421
1004,118036,50036
1005,69107,29352
1006,82135,34855
1007,121217,51396
1008,114500,48509
1009,13121,5660
1010,92693,39242
1011,111039,47028
1012,87341,37020
1013,58347,24783
1014,22208,9506
1015,18176,7811
1016,127168,54002
1017,54695,23251
1018,37913,16230
1019,78906,33445
1020,65762,27918
1021,117496,49801
1022,129918,55136
1023,53316,22667
1024,44643,19070
1025,5001,2195
1026,24183,10366
1027,7764,3389
1028,31370,13428
1029,43182,18436
1030,42005,17937
1031,23468,10047
1032,9843,4259
1033,24701,10576
1034,85135,36120
1035,1885,808
1036,79313,33614
1037,74825,31744
1038,16418,7064
1039,4339,1897
1040,54039,22984
1041,116619,49424
1042,104030,43999
1043,71134,30218
1044,65744,27913
1045,18203,7822
1046,86044,36519
1047,112092,47486
1048,86335,36634
1049,28049,11998
1050,39939,17069
1051,16822,7239
1052,80559,34167
1053,80834,34295
1054,59841,25401
1055,106638,45127
1056,2544,1098
1057,79343,33628
1058,37084,15870
1059,42002,17935
1060,93985,39757
1061,4880,2139
1062,27463,11739
1063,56577,24055
1064,11630,5025
1065,43237,18462
1066,17864,7674
1067,111270,47127
1068,45737,19512
1069,111377,47163
1070,94189,39859
1071,43498,18585
1072,40686,17373
1073,100007,42318
1074,59121,25098
1075,57176,24293
1076,128251,54454
1077,422,174
1078,104867,44371
1079,117680,49880
1080,104088,44024
1081,30043,12857
1082,61786,26240
1083,75529,32038
1084,9560,4139
1085,124989,53065
1086,40206,17178
1087,47223,20144
1088,87797,37194
1089,111477,47203
1090,12376,5332
1091,59324,25183
1092,79678,33774
1093,28982,12380
1094,112716,47785
1095,99643,42165
1096,39895,17053
1097,28952,12371
1098,77666,32923
1099,122445,51915
1100,41756,17831
1101,65363,27754
1102,13009,5607
1103,102031,43175
1104,48653,20745
1105,52110,22187
1106,22915,9809
1107,62451,26520
1108,65364,27755
1109,78920,33453
1110,26215,11213
1111,73913,31364
1112,11522,4984
1113,97066,41083
1114,3323,1457
1115,18979,8131
1116,124900,53028
1117,96946,41033
1118,10236,4423
1119,5144,2253
1120,52218,22234
1121,59692,25337
1122,20719,8890
1123,48671,20749
1124,73168,31055
1125,9604,4155
1126,38410,16440
1127,64755,27489
1128,128480,54550
1129,13481,5814
1130,64017,27171
1131,28384,12134
1132,11490,4972
1133,15365,6620
1134,111510,47221
1135,63619,27000
1136,38774,16582
1137,75804,32152
1138,115861,49120
1139,114477,48500
1140,65450,27794
1141,52545,22363
1142,57855,24568
1143,20542,8812
1144,31338,13407
1145,28697,12258
1146,15343,6614
1147,13999,6031
1148,87653,37144
1149,118143,50086
1150,62602,26578
1151,90049,38110
1152,122012,51745
1153,123927,52602
1154,89908,38040
1155,118962,50432
1156,47777,20355
1157,51753,22053
1158,128432,54529
1159,87333,37015
1160,25519,10913
1161,38927,16635
1162,22020,9421
1163,23319,9983
1164,107799,45637
1165,93654,39635
1166,58975,25039
1167,55133,23434
1168,106978,45281
1169,64132,27224
1170,2644,1145
1171,70972,30144
1172,60420,25645
1173,73453,31163
1174,22316,9554
1175,54250,23066
1176,101724,43055
1177,27291,11667
1178,129967,55161
1179,90988,38503
1180,61210,25987
1181,19385,8305
1182,106311,44985
1183,104630,44266
1184,1563,674
1185,33100,14199
1186,87896,37229
1187,104924,44394
1188,64120,27218
1189,49110,20934
1190,26262,11230
1191,33854,14507
1192,74782,31728
1193,68269,28993
1194,1528,660
1195,44059,18807
1196,36715,15704
1197,25385,10861
1198,66358,28168
1199,53201,22617
