role_rank0,csv_row_index0,working_index0
142,113683,48181
143,34403,14732
144,12724,5492
145,94177,39850
146,107096,45337
147,35825,15340
148,57220,24309
149,30709,13134
150,75834,32165
151,26860,11496
152,35050,15018
153,125889,53445
154,33162,14224
155,36931,15802
156,75059,31835
157,60031,25489
158,23509,10063
159,10250,4432
160,19049,8156
161,50008,21331
162,26226,11215
163,65933,27993
164,60326,25607
165,21692,9296
166,32924,14113
167,105385,44592
168,1645,705
169,43017,18367
170,8574,3701
171,31567,13509
172,20443,8761
173,85948,36479
174,59112,25095
175,54467,23156
176,32875,14090
177,44716,19100
178,114479,48502
179,26358,11275
180,6562,2900
181,19633,8417
182,86731,36791
183,117857,49957
184,101837,43097
185,103365,43721
186,4438,1949
187,49536,21111
188,67576,28698
189,58970,25034
190,31284,13387
191,66582,28276
192,57365,24360
193,82346,34944
194,18685,8021
195,107049,45313
196,24775,10614
197,130317,55324
198,34575,14807
199,97437,41230
200,6673,2942
201,80161,33971
202,84727,35956
203,23660,10142
204,39120,16724
205,92997,39367
206,64197,27251
207,42654,18217
208,109904,46532
209,91998,38949
210,30953,13246
211,56205,23892
212,123531,52417
213,129343,54897
214,10149,4386
215,106618,45120
216,90960,38491
217,116669,49446
218,108473,45932
219,48294,20587
220,46197,19698
221,92710,39249
222,129665,55033
223,109112,46207
224,97557,41286
225,77606,32894
226,22030,9427
227,41144,17569
228,126386,53657
229,78517,33296
230,40323,17215
231,66088,28054
232,104647,44276
233,102878,43526
234,1177,491
235,94421,39969
236,38338,16415
237,68673,29179
238,25480,10902
239,41747,17829
240,1161,485
241,126050,53509
242,6093,2669
243,44680,19088
244,126356,53643
245,102845,43511
246,125390,53244
247,73261,31097
248,80006,33910
249,47439,20221
250,109340,46305
251,48320,20599
252,91266,38632
253,38704,16557
254,104163,44059
255,88723,37570
256,16931,7286
257,115052,48761
258,88165,37341
259,82349,34946
260,45750,19519
261,104638,44272
262,69714,29599
263,91502,38745
264,97296,41177
265,82153,34865
266,33342,14299
267,51496,21941
268,98359,41639
269,95310,40343
270,78669,33350
271,48900,20845
272,69531,29522
273,112039,47464
274,97939,41452
275,5543,2406
276,17075,7350
277,55064,23414
278,121273,51421
279,96999,41058
280,66543,28256
281,41727,17821
282,61727,26218
283,102425,43336
284,14827,6386
285,78963,33471
286,23010,9851
287,38632,16530
288,115519,48971
289,128859,54702
290,128545,54584
291,88706,37560
292,6219,2736
293,88267,37377
294,19350,8292
295,117551,49826
296,113271,48011
297,69972,29709
298,61835,26261
299,98869,41849
300,88498,37470
301,81657,34649
302,34029,14581
303,11590,5011
304,29240,12496
305,34358,14711
306,120589,51144
307,127082,53966
308,93497,39565
309,5694,2480
310,97903,41434
311,88464,37458
312,54911,23352
313,94982,40203
314,80696,34230
315,111958,47427
316,83680,35521
317,122484,51935
318,14169,6104
319,76597,32476
320,72181,30646
321,118661,50302
322,30840,13192
323,506,214
324,3900,1710
325,105873,44800
326,22907,9805
327,65782,27928
328,128978,54747
329,90106,38132
330,47093,20090
331,82858,35158
332,88992,37687
333,54302,23091
334,50472,21518
335,91179,38588
336,26273,11236
337,26971,11547
338,2036,875
339,103248,43678
340,12585,5431
341,28479,12183
342,32025,13718
343,22935,9819
344,111969,47433
345,103176,43647
346,53649,22812
347,39934,17067
348,22929,9816
349,57794,24541
350,23843,10222
351,6892,3034
352,89517,37883
353,18565,7971
354,94687,40078
355,99899,42278
356,70867,30096
357,80477,34125
358,66331,28154
359,50859,21670
360,104459,44189
361,3739,1639
362,125716,53379
363,52864,22490
364,107412,45477
365,12596,5436
366,41628,17775
367,4970,2180
368,66752,28351
369,42677,18231
370,124465,52836
371,64878,27545
372,70031,29737
373,80075,33939
374,85243,36168
375,115308,48874
376,61218,25991
377,31506,13485
378,21446,9193
379,110735,46901
380,123026,52176
381,52132,22201
382,35649,15271
383,5880,2573
384,5012,2198
385,125519,53299
386,62130,26394
387,21770,9330
388,26807,11476
389,31288,13388
390,117725,49896
391,97497,41260
392,85295,36193
393,101167,42828
394,78319,33209
395,51306,21851
396,26532,11352
397,29876,12784
398,28247,12082
399,53919,22931
400,119087,50483
401,39168,16751
402,85513,36281
403,24105,10327
404,8421,3645
405,54766,23281
406,15446,6650
407,37069,15862
408,27956,11951
409,109666,46436
410,55145,23441
411,77004,32623
412,96392,40774
413,88330,37406
414,117384,49748
415,95048,40235
416,30707,13132
417,88969,37679
418,73638,31249
419,80724,34245
420,96104,40660
421,79403,33656
422,43573,18610
423,126523,53705
424,43592,18615
425,58557,24867
426,36579,15647
427,31765,13591
428,58230,24732
429,49413,21060
430,80732,34248
431,122259,51844
432,100921,42727
433,88195,37353
434,1055,438
435,1964,843
436,109891,46527
437,113829,48233
438,93717,39661
439,12856,5540
440,63941,27146
441,81248,34465
442,93474,39554
443,9951,4299
444,87814,37205
445,102428,43338
446,69976,29710
447,35983,15405
448,20755,8909
449,106609,45115
450,53249,22635
451,104608,44256
452,104086,44022
453,61547,26134
454,68024,28895
455,25037,10722
456,60602,25726
457,108544,45961
458,76145,32293
459,80304,34035
460,18373,7896
461,74502,31610
462,58420,24814
463,32444,13916
464,73866,31342
465,24694,10572
466,92739,39263
467,30579,13078
468,27398,11711
469,10602,4589
470,52347,22289
471,7209,3170
472,117117,49639
473,63999,27163
474,10232,4420
475,689,292
476,93872,39720
477,33189,14233
478,60431,25649
479,75767,32133
480,93756,39675
481,120620,51156
482,97723,41356
483,75823,32161
484,94401,39960
485,102306,43287
486,101380,42908
487,52152,22208
488,27620,11797
489,26149,11187
490,59539,25275
491,6920,3051
492,20345,8715
493,15283,6585
494,93365,39505
495,28984,12381
496,123372,52339
497,21409,9178
498,77188,32701
499,22696,9710
500,65060,27630
501,103201,43657
502,26318,11256
503,49146,20954
504,34939,14971
505,34228,14652
506,39925,17065
507,13499,5824
508,26505,11337
509,50617,21574
510,74866,31752
511,89251,37790
512,3772,1653
513,56675,24093
514,6067,2655
515,116652,49440
516,72739,30878
517,62407,26507
518,61466,26103
519,85803,36417
520,42069,17966
521,2101,906
522,114870,48679
523,4264,1865
524,18781,8056
525,125809,53411
526,88692,37552
527,26032,11148
528,72394,30733
529,102206,43250
530,102413,43332
531,13261,5722
532,21537,9232
533,30427,13016
534,49607,21142
535,1641,703
536,37159,15901
537,6192,2723
538,8374,3625
539,66809,28375
540,104720,44312
541,92594,39199
542,41204,17593
543,2415,1047
544,61722,26216
545,18752,8047
546,112417,47656
547,12563,5421
548,117272,49700
549,84156,35712
550,50358,21475
551,22870,9784
552,113794,48222
553,91244,38619
554,13504,5825
555,100766,42664
556,101689,43033
557,21673,9284
558,15242,6568
559,124063,52665
560,47885,20399
561,65037,27616
562,98250,41587
563,78395,33243
564,22281,9538
565,124107,52683
566,102640,43423
567,65973,28010
568,106235,44952
569,18115,7784
570,17048,7337
571,72880,30940
572,58194,24710
573,110310,46705
574,99040,41915
575,4387,1924
576,125999,53487
577,89878,38032
578,19760,8471
579,25178,10777
580,121326,51441
581,78192,33160
582,102383,43320
583,51716,22035
584,20904,8977
585,76085,32266
586,100269,42439
587,44312,18916
588,6370,2810
589,123361,52334
590,16078,6920
591,12961,5584
592,45067,19243
593,827,355
594,67811,28807
595,28663,12247
596,45666,19481
597,86703,36775
598,102755,43476
599,74066,31417
600,51128,21781
601,42375,18101
602,97888,41427
603,78801,33397
604,35720,15298
605,53842,22897
606,18871,8090
607,33998,14572
608,52314,22270
609,113669,48174
610,21103,9052
611,26478,11323
612,14419,6212
613,117781,49923
614,108515,45948
615,115696,49056
616,19514,8355
617,80784,34277
618,65750,27916
619,10671,4624
620,63571,26975
621,99629,42156
622,37944,16245
623,122957,52149
624,124077,52669
625,29008,12393
626,30617,13092
627,10134,4379
628,1271,533
629,116329,49299
630,47057,20072
631,114127,48361
632,45648,19475
633,19972,8560
634,121167,51374
635,75231,31906
636,78059,33102
637,42489,18154
638,50335,21465
639,127397,54094
640,57926,24597
641,66138,28075
642,78842,33412
643,24951,10692
644,111528,47227
645,464,194
646,124023,52643
647,29626,12666
648,77839,33002
649,37266,15957
650,114476,48499
651,78107,33122
652,112783,47811
653,59059,25071
654,72161,30638
655,50613,21572
656,97626,41317
657,51621,21994
658,19927,8538
659,57286,24329
660,66151,28081
661,27683,11835
662,57816,24553
663,121964,51719
664,77294,32751
665,54429,23142
666,43635,18632
667,66523,28244
668,108024,45736
669,37066,15859
670,73484,31172
671,21544,9234
672,118225,50120
673,55381,23541
674,62189,26414
675,77525,32861
676,91719,38840
677,85512,36280
678,13667,5900
679,1285,542
680,51168,21797
681,49836,21249
682,53010,22550
683,15447,6651
684,12871,5543
685,35788,15325
686,66455,28209
687,102789,43488
688,61407,26075
689,8424,3646
690,23965,10272
691,51189,21807
692,72292,30685
693,21439,9190
694,20454,8770
695,37950,16249
696,61868,26278
697,49833,21248
698,122795,52081
699,43895,18734
700,12881,5549
701,123416,52365
702,12875,5546
703,87631,37134
704,86869,36844
705,99192,41976
706,109517,46370
707,85593,36322
708,33377,14316
709,7952,3461
710,122077,51770
711,55946,23787
712,80565,34170
713,19573,8387
714,100626,42617
715,33204,14241
716,34849,14933
717,85284,36188
718,94133,39828
719,123885,52582
720,62797,26656
721,81262,34469
722,29201,12480
723,91893,38910
724,21729,9311
725,25242,10802
726,121915,51693
727,83989,35656
728,20821,8936
729,37152,15898
730,2438,1057
731,28388,12136
732,91886,38905
733,126041,53504
734,41383,17665
735,21282,9128
736,4232,1847
737,20590,8833
738,115821,49106
739,126311,53627
740,37321,15979
741,116935,49563
742,36457,15588
743,100553,42573
744,57802,24545
745,89953,38062
746,116670,49447
747,9328,4031
748,112123,47504
749,84064,35684
750,124014,52640
751,113390,48063
752,108261,45841
753,41918,17899
754,30720,13140
755,83915,35627
756,106009,44854
757,19680,8438
758,7857,3423
759,44449,18982
760,40176,17168
761,111791,47342
762,93933,39742
763,108611,45993
764,106377,45014
765,73544,31202
766,24952,10693
767,97451,41240
768,7499,3289
769,62834,26676
770,85071,36097
771,28039,11993
772,37111,15881
773,42950,18341
774,62270,26450
775,73887,31352
776,7899,3442
777,69456,29486
778,126754,53824
779,1803,777
780,84893,36024
781,890,378
782,24910,10677
783,62473,26531
784,7276,3195
785,26556,11364
786,76638,32486
787,107556,45542
788,73240,31088
789,87034,36898
790,127264,54034
791,74391,31565
792,53920,22932
793,50818,21655
794,78299,33203
795,73424,31152
796,15744,6776
797,87532,37092
798,77916,33034
799,59558,25282
800,61603,26160
801,112228,47560
802,92950,39351
803,45136,19274
804,98510,41709
805,101863,43107
806,43071,18387
807,16509,7103
808,86051,36522
809,31350,13417
810,22606,9666
811,101759,43068
812,63911,27130
813,90149,38147
814,22695,9709
815,97937,41451
816,104408,44167
817,1671,720
818,36985,15820
819,98742,41806
820,100475,42530
821,77036,32640
822,18326,7873
823,35422,15170
824,46020,19632
825,53904,22923
826,107486,45512
827,10572,4577
828,50349,21473
829,64564,27409
830,92659,39231
831,6427,2836
832,101368,42898
833,103364,43720
834,4465,1961
835,19949,8548
836,50259,21434
837,107202,45384
838,108997,46159
839,16133,6943
840,47853,20386
841,28649,12241
842,5087,2229
843,91659,38814
844,57852,24565
845,104007,43987
846,10005,4323
847,2574,1111
848,103795,43899
849,103462,43762
850,20358,8722
851,105840,44786
852,120501,51101
853,48576,20712
854,45855,19564
855,92501,39154
856,2153,923
857,25435,10881
858,58046,24653
859,61779,26235
860,37003,15828
861,47046,20067
862,20373,8733
863,78069,33106
864,59250,25152
865,25528,10917
866,86746,36798
867,112690,47773
868,21457,9201
869,129333,54894
870,30503,13044
871,100422,42507
872,13532,5836
873,8933,3861
874,75643,32085
875,115332,48883
876,29582,12643
877,118826,50370
878,46302,19739
879,51872,22098
880,107942,45704
881,115357,48897
882,69514,29512
883,10360,4485
884,96984,41050
885,106976,45279
886,58269,24749
887,57598,24463
888,21944,9396
889,79892,33866
890,85419,36240
891,17600,7568
892,44442,18977
893,123616,52456
894,10429,4515
895,39062,16688
896,114014,48310
897,37577,16088
898,125043,53091
899,81932,34770
900,128523,54571
901,102143,43228
902,98611,41750
903,103706,43863
904,108510,45945
905,3762,1647
906,15062,6493
907,47964,20430
908,76169,32305
909,30467,13035
910,56560,24049
911,26914,11523
912,28048,11997
913,84807,35988
914,66248,28119
915,30265,12953
916,38153,16335
917,31532,13496
918,67042,28468
919,118980,50440
920,59910,25433
921,94310,39919
922,61181,25970
923,33402,14329
924,10630,4605
925,92776,39275
926,46323,19747
927,105650,44704
928,51537,21960
929,400,164
930,38341,16417
931,81633,34636
932,79268,33593
933,13079,5639
934,60085,25512
935,109197,46243
936,19300,8269
937,35565,15239
938,6102,2675
939,7887,3437
940,123136,52226
941,35058,15023
942,9091,3934
943,3033,1330
944,64375,27323
945,69277,29416
946,27146,11613
947,22687,9705
948,63660,27019
949,11929,5154
950,48893,20841
951,26550,11361
952,121575,51559
953,92527,39167
954,56396,23976
955,669,282
956,103541,43806
957,14353,6189
958,125181,53144
959,103876,43938
960,79827,33834
961,76533,32451
962,86972,36875
963,47804,20363
964,40766,17410
965,54730,23267
966,85445,36251
967,23114,9896
968,67317,28578
969,116197,49249
970,39866,17039
971,79666,33769
972,67046,28469
973,60718,25775
974,119220,50540
975,49743,21204
976,48531,20690
977,43407,18544
978,99934,42292
979,129207,54844
980,37847,16199
981,21387,9169
982,55568,23627
983,18445,7923
984,11248,4876
985,77141,32687
986,76115,32280
987,40428,17260
988,8960,3873
989,72689,30862
990,8763,3781
991,50816,21653
992,94509,40003
993,55634,23657
994,34697,14865
995,113250,48004
996,7455,3272
997,75141,31871
998,68419,29066
999,49345,21027
1000,80674,34223
1001,74188,31485
1002,113660,48171
1003,60369,25625
1004,60354,25620
1005,17155,7383
1006,112463,47678
1007,115381,48908
1008,84692,35937
1009,90922,38474
1010,126059,53516
1011,69879,29666
1012,110915,46976
1013,122537,51957
1014,5434,2366
1015,63327,26877
1016,51980,22136
1017,94064,39790
1018,78128,33132
1019,25572,10941
1020,93260,39465
1021,116568,49405
1022,37753,16157
1023,28823,12314
1024,114564,48534
1025,3345,1470
1026,123611,52453
1027,45169,19293
1028,63419,26913
1029,61730,26221
1030,47828,20377
1031,105060,44456
1032,25740,11025
1033,55372,23537
1034,30969,13252
1035,17563,7547
1036,118385,50198
1037,99584,42143
1038,120448,51075
1039,85957,36484
1040,117595,49841
1041,122161,51808
1042,8000,3480
1043,2352,1017
1044,39921,17063
1045,72673,30853
1046,99698,42186
1047,30567,13074
1048,69585,29542
1049,20933,8988
1050,45844,19563
1051,126203,53586
1052,11880,5129
1053,28496,12186
1054,110454,46774
1055,102758,43477
1056,1687,727
1057,119502,50656
1058,109961,46558
1059,34012,14575
1060,16197,6967
1061,16184,6962
1062,69254,29408
1063,100344,42473
1064,37940,16242
1065,127894,54301
1066,85149,36126
1067,91311,38649
1068,61810,26252
1069,32112,13763
1070,701,300
1071,121844,51665
1072,124281,52761
1073,71344,30305
1074,1665,718
1075,26414,11295
1076,9908,4280
1077,112880,47860
1078,117886,49967
1079,64540,27398
1080,122637,52003
1081,2065,888
1082,14180,6112
1083,100570,42583
1084,57962,24616
1085,61449,26095
1086,90383,38238
1087,80459,34114
1088,10394,4497
1089,85052,36089
1090,82186,34882
1091,70127,29781
1092,72857,30932
1093,58415,24811
1094,42663,18221
1095,27260,11651
1096,85463,36262
1097,106462,45052
1098,119555,50683
1099,90652,38358
1100,99754,42207
1101,116235,49266
1102,52955,22527
1103,67787,28795
1104,77120,32677
1105,48761,20784
1106,60869,25839
1107,75455,32005
1108,10939,4745
1109,2754,1189
1110,12416,5357
1111,9749,4216
1112,118471,50233
1113,80791,34280
1114,76215,32330
1115,78495,33286
1116,124042,52654
1117,61139,25952
1118,27911,11930
1119,75546,32046
1120,6742,2970
1121,49179,20962
1122,50860,21671
1123,128152,54415
1124,92058,38979
1125,4846,2119
1126,26062,11159
1127,127655,54206
1128,93406,39522
1129,84335,35786
1130,89967,38070
1131,63578,26980
1132,124388,52803
1133,92454,39138
1134,122064,51765
1135,44406,18960
1136,49476,21086
1137,34112,14607
1138,26562,11367
1139,120251,50993
1140,57818,24554
1141,31520,13490
1142,43596,18618
1143,47042,20064
1144,64119,27217
1145,116128,49216
1146,126129,53551
1147,30118,12890
1148,773,330
1149,90905,38465
1150,27380,11702
1151,118811,50362
1152,86793,36816
1153,65070,27635
1154,48914,20853
1155,58633,24896
1156,64076,27201
1157,93321,39487
1158,122883,52113
1159,91326,38657
1160,28930,12359
1161,128170,54420
1162,96141,40672
1163,14792,6371
1164,4599,2015
1165,9216,3987
1166,79683,33779
1167,82127,34852
1168,64461,27369
1169,126683,53791
1170,113539,48119
1171,61202,25982
1172,99637,42160
1173,2629,1136
1174,62484,26535
1175,11563,5003
1176,102235,43261
1177,105683,44720
1178,111993,47443
1179,126912,53898
1180,80781,34275
1181,14564,6273
1182,42141,18000
1183,18229,7837
1184,128110,54398
1185,5919,2594
1186,65672,27880
1187,105949,44836
1188,127293,54044
1189,83200,35308
1190,45820,19553
1191,113809,48227
1192,6071,2657
1193,92901,39333
1194,77256,32732
1195,129906,55133
1196,102876,43524
1197,94638,40059
1198,125724,53382
1199,79173,33555
1200,25488,10905
1201,56489,24016
1202,95717,40497
1203,24534,10500
1204,18829,8074
1205,51722,22041
1206,106339,44995
1207,31484,13474
1208,69777,29625
1209,49736,21200
1210,99043,41917
1211,118026,50030
1212,34161,14624
1213,106818,45212
1214,76647,32492
1215,23614,10117
1216,116765,49490
1217,68964,29295
1218,72842,30926
1219,451,189
1220,8905,3850
1221,122701,52032
1222,41415,17682
1223,42239,18039
1224,31597,13524
1225,35229,15094
1226,99294,42017
1227,72232,30665
1228,48429,20654
1229,118134,50079
1230,37915,16232
1231,89537,37890
1232,85854,36441
1233,31249,13373
1234,99348,42039
1235,98789,41820
1236,75078,31843
1237,77697,32941
1238,528,222
1239,16449,7079
1240,9556,4137
1241,85371,36226
1242,29897,12795
1243,23734,10169
1244,64771,27492
1245,4056,1784
1246,65095,27647
1247,20553,8816
1248,75132,31868
1249,64172,27239
1250,77891,33023
1251,66708,28328
1252,79469,33682
1253,105674,44717
1254,5865,2566
1255,25284,10822
1256,55275,23498
1257,73801,31313
1258,87061,36908
1259,65886,27970
1260,66131,28073
1261,91601,38780
1262,98695,41785
1263,64931,27567
1264,72569,30803
1265,77638,32907
1266,47287,20161
1267,90542,38312
1268,112247,47569
1269,107521,45526
1270,79029,33495
1271,96060,40640
1272,95831,40537
1273,106011,44856
1274,13648,5889
1275,117433,49769
1276,121993,51737
1277,44259,18891
1278,70314,29859
1279,53621,22799
1280,94563,40027
1281,32998,14143
1282,58078,24665
1283,106826,45215
1284,30311,12971
1285,98303,41613
1286,86367,36649
1287,99020,41908
1288,41606,17765
1289,48374,20625
1290,117864,49961
1291,59310,25177
1292,53643,22809
1293,65273,27720
1294,33885,14522
1295,73983,31388
1296,24457,10464
1297,86364,36647
1298,38349,16419
1299,59433,25232
1300,58857,24990
1301,26962,11543
1302,124293,52768
1303,74650,31662
1304,29818,12759
1305,79280,33599
1306,75236,31910
1307,82070,34828
1308,34685,14859
1309,57884,24580
1310,35463,15187
1311,101790,43078
1312,8931,3859
1313,15047,6486
1314,60207,25561
1315,100483,42535
1316,70633,29997
1317,52888,22499
1318,46034,19638
1319,72664,30849
1320,21676,9285
1321,40246,17191
1322,100945,42739
1323,119413,50622
1324,9257,4001
1325,73492,31175
1326,97711,41350
1327,109058,46185
1328,62382,26495
1329,11290,4892
1330,108641,46002
1331,127258,54029
1332,67031,28464
1333,43325,18500
1334,65636,27867
1335,56610,24065
1336,65309,27734
1337,71940,30549
1338,80036,33922
1339,129074,54788
1340,9498,4108
1341,75603,32071
1342,36335,15545
1343,18149,7801
1344,25445,10887
1345,65459,27798
1346,57914,24593
1347,48608,20721
1348,36155,15465
1349,32687,14009
1350,47810,20367
1351,94560,40025
1352,98992,41902
1353,60349,25616
1354,41425,17688
1355,29616,12659
1356,123921,52599
1357,99413,42069
1358,94977,40201
1359,96211,40699
1360,58435,24820
1361,9339,4036
1362,47770,20350
1363,4006,1761
1364,12184,5255
1365,124850,53006
1366,114331,48440
1367,98716,41795
1368,80110,33952
1369,84483,35851
1370,27993,11969
1371,80448,34110
1372,106369,45009
1373,31910,13663
1374,113036,47919
1375,13705,5916
1376,50553,21546
1377,91137,38572
1378,20825,8938
1379,108363,45886
1380,65542,27832
1381,58735,24939
1382,1133,471
1383,109978,46569
1384,30410,13008
1385,56190,23885
1386,85579,36314
1387,114752,48621
1388,88713,37563
1389,572,240
1390,35088,15035
1391,84161,35713
1392,113325,48033
1393,9045,3912
1394,79265,33592
1395,112641,47753
1396,10016,4328
1397,123926,52601
1398,51269,21840
1399,31064,13297
1400,56726,24115
1401,26244,11222
1402,24888,10665
1403,61587,26151
1404,79774,33813
1405,18331,7877
1406,114183,48383
1407,40942,17486
1408,96586,40865
1409,6635,2925
1410,75495,32019
1411,77813,32986
1412,51248,21829
1413,46659,19885
1414,18754,8048
1415,107478,45508
1416,4729,2072
1417,70087,29757
1418,76060,32254
1419,20304,8700
1420,42175,18014
1421,115756,49081
1422,9699,4201
1423,98144,41548
1424,65549,27836
1425,87439,37058
1426,85565,36306
1427,113977,48296
1428,43260,18475
1429,104009,43988
1430,84100,35695
1431,26730,11443
1432,42298,18069
1433,123983,52627
1434,78861,33421
1435,47174,20126
1436,20497,8794
1437,121909,51690
1438,52776,22448
1439,9579,4148
1440,50682,21600
1441,18790,8061
1442,67554,28688
1443,125821,53417
1444,23052,9872
1445,15364,6619
1446,598,248
1447,39650,16943
1448,33967,14559
1449,5600,2435
1450,82190,34885
1451,7003,3093
1452,56478,24013
1453,35781,15321
1454,66340,28159
1455,57514,24430
1456,38912,16628
1457,42517,18167
1458,90636,38351
1459,40093,17129
1460,80339,34056
1461,49299,21008
1462,49284,21005
1463,49716,21192
1464,37379,15998
1465,58339,24777
1466,109817,46494
1467,28923,12355
1468,36868,15774
1469,111934,47411
1470,73476,31169
1471,98267,41595
1472,82812,35145
1473,58765,24953
1474,22548,9647
1475,58044,24652
1476,128479,54549
1477,23786,10193
1478,75305,31941
1479,48278,20580
1480,75575,32061
1481,118645,50293
1482,40056,17112
1483,31740,13580
1484,105027,44439
1485,128752,54658
1486,90413,38252
1487,45357,19366
1488,89502,37879
1489,11803,5104
1490,37646,16118
1491,3784,1659
1492,9134,3957
1493,101711,43046
1494,22806,9759
1495,120225,50982
1496,30182,12916
1497,99210,41984
1498,77544,32869
1499,105822,44779
1500,116365,49314
1501,63627,27002
1502,91939,38929
1503,121512,51532
1504,95874,40556
1505,33229,14253
1506,77981,33066
1507,45427,19390
1508,65425,27781
1509,19359,8295
1510,95910,40574
1511,48110,20499
1512,2947,1277
1513,46084,19655
1514,47763,20347
1515,44968,19204
1516,113717,48196
1517,115666,49042
1518,110415,46751
1519,54071,22993
1520,79205,33566
1521,69628,29560
1522,50930,21700
1523,93658,39636
1524,58966,25033
1525,69412,29469
1526,36479,15602
1527,21420,9183
1528,29936,12810
1529,36268,15512
1530,30092,12877
1531,102104,43203
1532,16148,6950
1533,128199,54437
1534,111541,47230
1535,34248,14662
1536,47638,20303
1537,71665,30430
1538,442,184
1539,21138,9067
1540,50018,21338
1541,11719,5066
1542,125890,53446
1543,94604,40045
1544,4980,2186
1545,64665,27447
1546,79384,33646
1547,23265,9955
1548,16609,7149
1549,38685,16547
1550,100451,42519
1551,84531,35870
1552,67454,28648
1553,38939,16641
1554,14012,6036
1555,2826,1219
1556,116588,49411
1557,10411,4507
1558,31707,13566
1559,92650,39226
1560,57530,24440
1561,117073,49619
1562,107616,45565
1563,39127,16729
1564,42174,18013
1565,87304,37007
1566,97252,41157
1567,86694,36771
1568,28802,12307
1569,64852,27528
1570,82202,34891
1571,66662,28307
1572,51220,21819
1573,109647,46428
1574,120023,50889
1575,74469,31597
1576,43503,18587
1577,20496,8793
1578,110314,46707
1579,3677,1613
1580,9764,4222
1581,57621,24473
1582,108841,46086
1583,72376,30724
1584,12198,5261
1585,1042,433
1586,91496,38742
1587,38772,16580
1588,75364,31968
1589,97815,41395
1590,57414,24385
1591,101442,42935
1592,90423,38256
1593,92227,39049
1594,35059,15024
1595,42296,18067
1596,95332,40350
1597,10129,4377
1598,79947,33881
1599,114160,48373
1600,86133,36553
1601,109734,46469
1602,99260,42003
1603,120133,50937
1604,62507,26542
1605,113367,48052
1606,28748,12283
1607,118364,50185
1608,72312,30695
1609,46205,19702
1610,56282,23923
1611,115333,48884
1612,121436,51495
1613,14889,6420
1614,86252,36600
1615,27171,11621
1616,102194,43244
1617,16956,7297
1618,30966,13250
1619,63886,27118
1620,119353,50596
1621,106838,45223
1622,128411,54520
1623,72219,30656
1624,103606,43828
1625,56299,23930
1626,116354,49310
1627,114655,48574
1628,112294,47591
1629,120549,51122
1630,74096,31435
1631,108089,45759
1632,91220,38609
1633,17485,7516
1634,95239,40313
1635,5681,2473
1636,123579,52439
1637,76567,32463
1638,96791,40964
1639,74402,31570
1640,1292,547
1641,17482,7514
1642,111483,47206
1643,89561,37898
1644,65048,27623
1645,60098,25521
1646,46817,19954
1647,99732,42199
1648,40060,17116
1649,25345,10849
1650,98380,41650
1651,32948,14124
1652,39159,16749
1653,125614,53340
1654,61358,26051
1655,93609,39617
1656,7123,3131
1657,95592,40453
1658,66519,28241
1659,82179,34878
1660,1657,713
1661,119301,50571
1662,125239,53172
1663,16402,7056
1664,44598,19051
1665,31617,13531
1666,23099,9887
1667,74941,31781
