role_rank0,csv_row_index0,working_index0
191,82963,35203
192,114498,48508
193,93348,39499
194,63090,26779
195,122038,51754
196,18847,8082
197,50259,21434
198,6181,2717
199,30127,12895
200,103847,43925
201,14556,6269
202,28147,12041
203,34125,14613
204,26356,11273
205,13582,5857
206,8108,3520
207,33201,14240
208,33758,14477
209,19179,8219
210,38689,16549
211,6637,2926
212,35374,15154
213,26630,11402
214,68177,28959
215,20938,8990
216,107240,45402
217,28550,12204
218,112716,47785
219,110594,46834
220,25902,11095
221,96765,40952
222,35439,15178
223,42914,18327
224,96442,40803
225,29161,12461
226,32851,14078
227,80390,34078
228,4428,1943
229,122356,51880
230,91910,38917
231,57225,24311
232,95789,40522
233,813,351
234,12993,5598
235,93981,39755
236,27889,11921
237,38010,16272
238,65662,27876
239,17254,7417
240,79,34
241,63752,27062
242,107031,45306
243,78161,33146
244,86491,36693
245,32569,13962
246,120377,51040
247,14620,6292
248,28121,12028
249,23808,10202
250,112786,47813
251,10285,4449
252,122398,51896
253,70852,30087
254,14472,6236
255,84821,35994
256,13171,5679
257,46237,19717
258,52812,22464
259,84496,35856
260,55223,23476
261,77959,33056
262,90375,38233
263,51980,22136
264,36914,15792
265,4297,1876
266,127899,54304
267,30983,13259
268,69264,29412
269,58464,24834
270,91368,38684
271,60924,25858
272,114086,48343
273,19794,8484
274,36773,15728
275,108592,45983
276,94181,39854
277,117898,49969
278,93204,39442
279,20111,8612
280,5968,2622
281,30311,12971
282,19815,8497
283,24871,10653
284,87116,36931
285,54254,23068
286,65373,27758
287,125601,53332
288,123352,52330
289,78178,33153
290,13078,5638
291,64982,27589
292,114428,48481
293,104789,44340
294,38040,16285
295,40340,17222
296,46500,19816
297,84664,35925
298,56085,23840
299,40611,17336
300,76205,32327
301,85151,36128
302,42110,17985
303,100729,42655
304,62128,26393
305,10360,4485
306,45749,19518
307,74861,31750
308,50754,21631
309,22288,9541
310,54350,23112
311,126120,53547
312,79526,33713
313,35353,15144
314,3333,1464
315,103070,43602
316,93817,39696
317,83743,35547
318,90525,38305
319,24695,10573
320,8241,3571
321,9923,4289
322,57414,24385
323,66839,28388
324,113988,48301
325,50043,21347
326,21369,9163
327,21479,9208
328,96623,40882
329,33923,14541
330,47380,20193
331,82897,35175
332,15974,6876
333,114864,48676
334,54406,23127
335,40845,17450
336,115624,49023
337,97919,41442
338,119915,50848
339,124498,52850
340,101674,43025
341,69924,29686
342,74259,31512
343,117272,49700
344,54035,22982
345,10676,4628
346,110841,46943
347,57369,24364
348,15691,6754
349,117916,49978
350,79783,33819
351,120909,51277
352,9802,4238
353,122841,52094
354,94321,39923
355,21114,9055
356,82447,34989
357,108212,45817
358,26523,11346
359,45547,19436
360,8509,3684
361,56781,24140
362,63356,26889
363,13810,5961
364,60177,25550
365,114780,48632
366,25038,10723
367,112310,47599
368,22331,9559
369,10258,4435
370,125467,53280
371,42052,17957
372,53483,22743
373,126051,53510
374,126793,53843
375,75246,31913
376,106704,45158
377,38216,16363
378,28265,12092
379,83488,35442
380,51605,21986
381,38101,16314
382,88666,37542
383,85803,36417
384,58975,25039
385,19635,8418
386,114848,48667
387,56109,23848
388,90345,38223
389,90940,38482
390,31140,13323
391,30273,12954
392,47623,20295
393,1412,605
394,79787,33822
395,61744,26225
396,19583,8390
397,46668,19890
398,102992,43570
399,38173,16346
400,96188,40690
401,39446,16858
402,93759,39676
403,76435,32410
404,101426,42925
405,6887,3031
406,8332,3608
407,107355,45455
408,11689,5052
409,9063,3917
410,60129,25530
411,71453,30337
412,58902,25003
413,34137,14617
414,80019,33915
415,28695,12257
416,70952,30133
417,42826,18287
418,60258,25582
419,55068,23415
420,57737,24516
421,123282,52293
422,97822,41400
423,102807,43496
424,6784,2988
425,5382,2344
426,44804,19143
427,5621,2447
428,104288,44115
429,120442,51071
430,62004,26341
431,25789,11048
432,116396,49328
433,30061,12866
434,6463,2855
435,48385,20630
436,422,174
437,119551,50680
438,103426,43743
439,122073,51768
440,60857,25834
441,129458,54945
442,9133,3956
443,25082,10745
444,36523,15621
445,47418,20211
446,1906,817
447,122412,51899
448,31989,13703
449,6745,2972
450,123750,52521
451,100378,42488
452,100787,42676
453,98727,41799
454,61052,25914
455,45398,19382
456,58261,24745
457,111064,47039
458,71926,30540
459,69704,29593
460,57983,24625
461,39898,17055
462,129719,55060
463,129825,55106
464,114293,48428
465,93430,39535
466,93856,39710
467,81183,34442
468,49973,21316
469,20450,8767
470,21745,9321
471,7735,3381
472,5726,2494
473,74328,31539
474,129135,54818
475,71784,30478
476,99929,42289
477,105343,44574
478,36214,15489
479,12938,5576
480,24037,10297
481,39384,16835
482,109707,46456
483,88436,37450
484,93259,39464
485,116687,49456
486,11333,4914
487,37307,15975
488,77950,33050
489,50992,21723
490,15199,6548
491,89414,37846
492,30011,12843
493,54705,23258
494,91394,38700
495,59956,25455
496,3435,1518
497,78898,33439
498,40934,17484
499,125312,53210
500,104873,44374
501,59005,25050
502,19530,8363
503,79164,33550
504,37692,16136
505,31610,13528
506,124938,53045
507,103619,43834
508,80306,34036
509,123658,52478
510,73884,31350
511,39699,16967
512,100501,42545
513,15823,6809
514,11660,5037
515,65590,27848
516,17741,7619
517,115939,49143
518,127044,53952
519,111240,47115
520,20173,8634
521,21850,9367
522,107412,45477
523,11507,4978
524,116733,49478
525,88701,37557
526,67879,28841
527,27968,11959
528,68759,29215
529,47869,20394
530,57053,24248
531,59546,25280
532,67162,28519
533,73663,31259
534,13875,5986
535,104360,44147
536,35358,15146
537,77117,32676
538,85319,36202
539,77099,32666
540,9973,4309
541,10795,4677
542,84227,35741
543,38752,16569
544,8966,3874
545,40210,17181
546,76740,32521
547,11975,5174
548,50516,21533
549,17185,7393
550,83223,35320
551,410,169
552,7095,3121
553,7871,3430
554,90698,38374
555,67368,28610
556,88933,37661
557,91061,38540
558,2652,1146
559,37845,16197
560,68480,29088
561,58195,24711
562,93677,39646
563,65781,27927
564,12579,5428
565,79241,33581
566,94972,40199
567,112371,47633
568,84455,35840
569,110307,46703
570,8720,3766
571,669,282
572,26339,11264
573,36179,15475
574,73234,31083
575,24203,10374
576,25863,11074
577,12155,5244
578,125920,53460
579,40393,17246
580,19443,8324
581,75448,32002
582,16787,7224
583,91498,38744
584,90685,38370
585,3959,1737
586,59904,25430
587,23509,10063
588,5896,2582
589,58639,24899
590,1261,531
591,46555,19839
592,116423,49340
593,110831,46937
594,7967,3467
595,31424,13446
596,102743,43468
597,128563,54592
598,60580,25720
599,2184,936
600,86273,36610
601,88360,37420
602,92500,39153
603,110859,46949
604,128632,54618
605,97551,41282
606,129762,55079
607,86576,36726
608,117692,49883
609,110278,46686
610,17489,7519
611,19186,8223
612,19515,8356
613,108142,45783
614,48221,20554
615,70486,29933
616,106536,45087
617,73240,31088
618,82373,34959
619,28920,12353
620,22601,9663
621,107455,45495
622,41188,17587
623,126088,53531
624,21024,9016
625,71850,30501
626,109538,46379
627,56714,24111
628,91780,38863
629,63747,27060
630,79194,33563
631,108076,45756
632,61318,26033
633,125113,53118
634,12070,5214
635,78332,33214
636,11023,4783
637,70237,29826
638,66164,28086
639,62808,26664
640,82456,34993
641,86905,36855
642,112999,47905
643,81991,34796
644,45167,19291
645,78788,33392
646,71614,30410
647,48667,20747
648,119033,50464
649,96739,40941
650,76806,32552
651,117960,49998
652,98463,41692
653,43240,18464
654,17440,7497
655,26208,11208
656,57216,24308
657,112721,47788
658,68703,29190
659,89652,37933
660,116329,49299
661,118429,50215
662,95260,40325
663,73698,31276
664,60966,25873
665,9347,4042
666,68314,29011
667,110033,46592
668,81283,34480
669,22986,9840
670,51735,22046
671,108984,46154
672,43969,18766
673,106826,45215
674,47947,20423
675,52904,22506
676,9983,4313
677,48947,20867
678,93756,39675
679,21358,9155
680,61449,26095
681,24017,10292
682,26326,11260
683,43503,18587
684,25117,10758
685,47779,20356
686,79862,33852
687,27490,11749
688,95831,40537
689,108758,46055
690,77755,32963
691,80091,33943
692,52557,22370
693,12147,5240
694,62688,26618
695,120336,51025
696,24323,10415
697,38002,16270
698,25539,10923
699,63348,26886
700,5479,2381
701,114771,48627
702,8250,3576
703,12724,5492
704,2913,1264
705,58672,24911
706,91471,38733
707,57505,24428
708,32351,13877
709,66070,28047
710,47165,20121
711,9071,3922
712,87187,36959
713,88563,37496
714,61226,25997
715,39800,17009
716,125294,53202
717,38253,16377
718,46328,19749
719,7092,3120
720,98391,41654
721,51725,22043
722,9814,4244
723,116054,49184
724,9662,4183
725,123049,52187
726,92817,39300
727,93380,39513
728,126671,53783
729,10415,4510
730,40114,17141
731,125649,53351
732,2791,1208
733,97066,41083
734,93783,39682
735,75710,32108
736,11016,4780
737,19554,8373
738,85491,36271
739,35471,15192
740,44233,18881
741,113121,47954
742,44833,19152
743,29865,12779
744,74027,31406
745,76450,32417
746,50663,21592
747,67586,28703
748,44217,18873
749,100086,42351
750,126609,53752
751,122143,51799
752,19492,8347
753,41761,17832
754,24129,10340
755,86258,36604
756,59545,25279
757,59330,25186
758,92526,39166
759,59979,25466
760,71002,30160
761,34652,14842
762,67715,28758
763,63186,26821
764,4376,1918
765,11898,5137
766,122957,52149
767,94352,39937
768,112772,47807
769,75675,32095
770,27328,11681
771,43580,18612
772,102966,43557
773,123776,52531
774,57770,24534
775,43331,18503
776,15343,6614
777,90915,38471
778,99219,41987
779,88681,37548
780,43182,18436
781,118234,50125
782,107829,45648
783,22629,9679
784,71032,30173
785,45832,19558
786,125648,53350
787,125965,53475
788,32979,14134
789,57955,24614
790,85159,36130
791,32825,14067
792,48370,20622
793,79311,33613
794,113212,47986
795,124610,52908
796,118116,50071
797,63146,26806
798,111972,47434
799,79342,33627
800,36154,15464
801,49570,21128
802,73303,31110
803,51130,21782
804,115385,48910
805,71692,30439
806,39864,17038
807,46384,19777
808,117603,49847
809,70274,29840
810,48901,20846
811,108450,45924
812,38295,16397
813,122023,51749
814,91433,38719
815,126660,53777
816,3816,1673
817,27060,11583
818,29090,12429
819,83822,35588
820,129027,54766
821,106955,45268
822,102107,43206
823,12745,5502
824,21380,9167
825,62375,26494
826,97027,41069
827,83134,35278
828,84795,35983
829,89449,37860
830,39496,16880
831,66002,28020
832,40990,17510
833,96720,40934
834,1691,728
835,103707,43864
836,120101,50920
837,118367,50188
838,112481,47684
839,10058,4350
840,112569,47724
841,113185,47977
842,87931,37240
843,35540,15227
844,54571,23203
845,95982,40604
846,23378,10010
847,99740,42202
848,6156,2704
849,23585,10102
850,39574,16913
851,125054,53096
852,126117,53545
853,55912,23770
854,8796,3798
855,48108,20498
856,106452,45046
857,23390,10013
858,35844,15346
859,102294,43281
860,49002,20887
861,34846,14932
862,116217,49261
863,30517,13050
864,114216,48397
865,26896,11512
866,98094,41526
867,72948,30964
868,55929,23780
869,97978,41471
870,35104,15042
871,121578,51562
872,19533,8365
873,69951,29701
874,16533,7111
875,89972,38073
876,58081,24667
877,29086,12428
878,66090,28055
879,72842,30926
880,70987,30152
881,128991,54753
882,2641,1143
883,15162,6535
884,5900,2583
885,44097,18823
886,12819,5526
887,121065,51333
888,113136,47962
889,95402,40379
890,130344,55335
891,3210,1403
892,127500,54132
893,91017,38520
894,90699,38375
895,5585,2427
896,126878,53882
897,12556,5419
898,69153,29373
899,18095,7774
900,99433,42077
901,31978,13702
902,119563,50687
903,65333,27744
904,53271,22647
905,124975,53061
906,92429,39128
907,63963,27152
908,114406,48471
909,68518,29110
910,106952,45267
911,84019,35669
912,37118,15883
913,107936,45702
914,79726,33793
915,69894,29674
916,10108,4371
917,45122,19266
918,42874,18310
919,28049,11998
920,14270,6150
921,111255,47123
922,677,287
923,77461,32825
924,122493,51939
925,10987,4764
926,116157,49229
927,50148,21385
928,70658,30007
929,4786,2097
930,20679,8875
931,56737,24121
932,6405,2826
933,92562,39182
934,82868,35163
935,26213,11211
936,10780,4670
937,29118,12442
938,55750,23708
939,22443,9600
940,94278,39902
941,28126,12031
942,21939,9394
943,20486,8788
944,61604,26161
945,124406,52811
946,14904,6425
947,83943,35638
948,110066,46607
949,97815,41395
950,12213,5267
951,81076,34403
952,37815,16186
953,118000,50016
954,33985,14567
955,70114,29773
956,90325,38216
957,35365,15149
958,40190,17172
959,82822,35147
960,48794,20794
961,45191,19306
962,51532,21958
963,35458,15185
964,633,264
965,10556,4569
966,118022,50027
967,44556,19034
968,7363,3235
969,65454,27796
970,109675,46440
971,80959,34356
972,102978,43563
973,58142,24690
974,34521,14785
975,89980,38077
976,83641,35505
977,63596,26985
978,119266,50555
979,11266,4881
980,718,307
981,106567,45101
982,3281,1440
983,17441,7498
984,56316,23938
985,38962,16651
986,9192,3973
987,54737,23271
988,30989,13262
989,28940,12363
990,60460,25662
991,14425,6217
992,53105,22580
993,55461,23578
994,95101,40262
995,104345,44139
996,54753,23277
997,75233,31908
998,59345,25193
999,125244,53175
1000,104617,44261
1001,2910,1262
1002,129986,55166
1003,21049,9029
1004,38642,16536
1005,16798,7233
1006,109532,46376
1007,15300,6594
1008,28561,12209
1009,113362,48048
1010,38816,16595
1011,121999,51740
1012,76749,32525
1013,76756,32530
1014,69550,29532
1015,83428,35419
1016,66333,28155
1017,65296,27730
1018,68024,28895
1019,6297,2771
1020,38810,16592
1021,91077,38545
1022,119639,50724
1023,121127,51356
1024,125299,53205
1025,127539,54148
1026,70943,30130
1027,71939,30548
1028,76643,32490
1029,9044,3911
1030,126070,53524
1031,46998,20043
1032,35836,15343
1033,20873,8963
1034,88492,37467
1035,55960,23792
1036,42600,18199
1037,118433,50218
1038,92935,39346
1039,24174,10359
1040,61242,26002
1041,54364,23120
1042,20247,8673
1043,94171,39845
1044,104587,44248
1045,72535,30790
1046,25022,10716
1047,82413,34976
1048,112896,47866
1049,90030,38099
1050,31679,13554
1051,104329,44129
1052,105381,44591
1053,118538,50250
1054,22239,9522
1055,124959,53056
1056,12961,5584
1057,13462,5805
1058,63839,27101
1059,37222,15931
1060,113930,48276
1061,16255,6986
1062,107259,45412
1063,122322,51866
1064,66228,28109
1065,37474,16042
1066,105995,44848
1067,62419,26513
1068,34849,14933
1069,55715,23690
1070,115748,49075
1071,68303,29008
1072,8884,3843
1073,35803,15331
1074,10406,4504
1075,84456,35841
1076,10506,4544
1077,118463,50231
1078,12587,5432
1079,44274,18900
1080,105278,44548
1081,55430,23564
1082,96546,40849
1083,106555,45097
1084,53716,22841
1085,51656,22010
1086,123870,52575
1087,95655,40475
1088,26022,11145
1089,126952,53914
1090,20522,8804
1091,19795,8485
1092,54486,23167
1093,123187,52251
1094,61909,26297
1095,106169,44927
1096,54664,23237
1097,27664,11823
1098,32315,13859
1099,58724,24931
1100,76369,32381
1101,20807,8928
1102,89478,37869
1103,96182,40687
1104,21291,9134
1105,121849,51668
1106,26475,11321
1107,49435,21070
1108,118577,50268
1109,89178,37768
1110,91722,38843
1111,53773,22868
1112,104088,44024
1113,110596,46836
1114,114752,48621
1115,7825,3412
1116,17717,7606
1117,39575,16914
1118,95161,40285
1119,96531,40843
1120,51042,21747
1121,24459,10466
1122,76865,32573
1123,59288,25165
1124,20458,8773
1125,40348,17227
1126,69759,29616
1127,104897,44383
1128,61968,26324
1129,6483,2865
1130,68132,28940
1131,103181,43650
1132,111149,47081
1133,43536,18599
1134,52516,22350
1135,119048,50469
1136,116047,49181
1137,64346,27309
1138,109588,46404
1139,103026,43585
1140,100434,42512
1141,92029,38963
1142,96791,40964
1143,71524,30367
1144,117314,49715
1145,79172,33554
1146,128346,54488
1147,124123,52694
1148,102411,43330
1149,20998,9007
1150,50086,21365
1151,99110,41942
1152,128411,54520
1153,65052,27626
1154,22501,9629
1155,64080,27204
1156,115608,49015
1157,24045,10301
1158,64400,27336
1159,71600,30405
1160,75301,31939
1161,94443,39974
1162,10559,4571
1163,65467,27804
1164,70443,29916
1165,4362,1911
1166,114240,48408
1167,506,214
1168,108027,45738
1169,69459,29489
1170,71134,30218
1171,33484,14366
1172,27053,11579
1173,127628,54189
1174,93852,39707
1175,124728,52957
1176,1421,610
1177,22026,9424
1178,113619,48153
1179,108759,46056
1180,119963,50868
1181,88413,37440
1182,112345,47616
1183,87870,37224
1184,100920,42726
1185,67499,28664
1186,121235,51401
1187,91588,38775
1188,85723,36377
1189,49509,21100
1190,23998,10283
1191,7803,3402
1192,114134,48364
1193,17570,7551
1194,124994,53068
1195,33403,14330
1196,71906,30533
1197,77601,32892
1198,10068,4355
1199,66537,28253
