rank0,csv_row_index0,working_index0
292,114612,48561
293,116315,49292
294,8340,3611
295,126721,53809
296,22763,9736
297,77950,33050
298,9812,4242
299,57395,24376
300,44586,19046
301,111441,47190
302,114033,48321
303,95525,40428
304,100269,42439
305,6238,2742
306,77647,32913
307,79675,33773
308,77264,32738
309,69197,29387
310,85184,36141
311,119056,50471
312,20450,8767
313,24899,10672
314,62818,26668
315,11501,4974
316,1274,535
317,90793,38417
318,106120,44902
319,29655,12682
320,55044,23407
321,81591,34620
322,6780,2986
323,93498,39566
324,51792,22072
325,54152,23024
326,72426,30742
327,29941,12813
328,85390,36234
329,18649,8005
330,17210,7403
331,27728,11852
332,26797,11470
333,48409,20643
334,73036,30997
335,44113,18834
336,2721,1174
337,47348,20182
338,41778,17839
339,93462,39550
340,20895,8972
341,125295,53203
342,55005,23394
343,39569,16910
344,97215,41143
345,2005,863
346,38400,16435
347,126527,53707
348,20180,8638
349,120507,51104
350,92388,39112
351,66628,28294
352,73470,31168
353,112074,47479
354,61541,26130
355,40650,17354
356,124366,52795
357,113604,48145
358,68923,29276
359,10011,4325
360,68622,29161
361,79140,33541
362,42308,18073
363,541,227
364,76462,32422
365,20907,8979
366,45608,19460
367,87721,37166
368,88692,37552
369,71529,30369
370,19027,8148
371,15492,6667
372,108093,45763
373,40340,17222
374,9127,3952
375,123099,52209
376,107420,45481
377,38272,16385
378,40057,17113
379,45055,19238
380,123790,52537
381,92497,39152
382,54880,23336
383,58866,24993
384,31848,13633
385,67837,28818
386,23043,9867
387,94512,40005
388,62190,26415
389,46816,19953
390,25045,10726
391,119607,50707
392,58517,24849
393,118281,50149
394,91343,38670
395,57192,24302
396,68166,28955
397,94561,40026
398,12905,5560
399,40970,17499
400,68345,29028
401,93734,39666
402,40653,17355
403,36198,15483
404,84756,35968
405,42523,18169
406,42064,17964
407,115447,48936
408,82750,35119
409,126762,53829
410,29934,12809
411,93094,39405
412,12805,5523
413,112453,47673
414,119339,50586
415,10758,4661
416,91530,38755
417,116275,49277
418,44093,18820
419,113078,47937
420,21220,9104
421,88069,37299
422,129796,55095
423,67210,28539
424,90937,38480
425,35545,15230
426,110062,46604
427,8620,3725
428,118561,50260
429,111674,47292
430,94221,39874
431,13519,5830
432,47077,20085
433,109227,46260
434,56746,24127
435,24673,10564
436,34154,14621
437,115753,49078
438,109786,46484
439,79767,33809
440,27082,11592
441,75181,31889
442,41817,17858
443,31768,13594
444,60502,25687
445,114191,48387
446,100563,42580
447,51964,22131
448,16564,7129
449,26696,11431
450,1474,637
451,79835,33840
452,73886,31351
453,89718,37962
454,123347,52328
455,116877,49535
456,16554,7122
457,125678,53362
458,48200,20543
459,7585,3322
460,21716,9306
461,18618,7989
462,13140,5667
463,84290,35767
464,116048,49182
465,91170,38583
466,122787,52077
467,53478,22740
468,38797,16588
469,55969,23797
470,85167,36132
471,32519,13944
472,53379,22698
473,128255,54457
474,109722,46463
475,128921,54728
476,86397,36664
477,80594,34181
478,96754,40945
479,114021,48315
480,55617,23645
481,90699,38375
482,106130,44906
483,42732,18257
484,86999,36888
485,48233,20561
486,106611,45117
487,129679,55040
488,90233,38181
489,41926,17902
490,90714,38382
491,25388,10863
492,43820,18706
493,98009,41484
494,79126,33532
495,84441,35836
496,119574,50692
497,108265,45843
498,112881,47861
499,38901,16622
500,49028,20899
501,19735,8463
502,87191,36962
503,49806,21236
504,41032,17527
505,121162,51373
506,61225,25996
507,56968,24216
508,110229,46669
509,23092,9883
510,103958,43968
511,82158,34867
512,96121,40665
513,58497,24845
514,86694,36771
515,67771,28790
516,100307,42458
517,126750,53823
518,7385,3245
519,12300,5305
520,77655,32916
521,2777,1199
522,82407,34973
523,39018,16670
524,54774,23287
525,29889,12790
526,63972,27155
527,46314,19742
528,111661,47284
529,54737,23271
530,107893,45680
531,118149,50090
532,99899,42278
533,74978,31794
534,121568,51557
535,84572,35890
536,62987,26745
537,22107,9462
538,27901,11925
539,42857,18299
540,8108,3520
541,65547,27834
542,19184,8222
543,122201,51827
544,35187,15075
545,107583,45556
546,95917,40577
547,55047,23409
548,23671,10150
549,80715,34239
550,44734,19109
551,12888,5550
552,48128,20508
553,31265,13381
554,106979,45282
555,62261,26442
556,63136,26805
557,122161,51808
558,49626,21148
559,119963,50868
560,82554,35037
561,64626,27433
562,8451,3661
563,79774,33813
564,63555,26966
565,100162,42394
566,121252,51408
567,46868,19982
568,123106,52212
569,45978,19613
570,62626,26589
571,17957,7715
572,58335,24774
573,93283,39475
574,94422,39970
575,118385,50198
576,43023,18369
577,125136,53125
578,74566,31639
579,3385,1489
580,90805,38423
581,1979,852
582,7651,3346
583,106172,44928
584,47272,20156
585,106835,45221
586,89596,37916
587,87521,37089
588,120918,51279
589,59370,25208
590,126358,53644
591,108092,45762
592,4090,1801
593,31037,13290
594,107188,45379
595,106633,45126
596,108881,46107
597,77219,32717
598,65441,27789
599,2289,986
600,114747,48620
601,55124,23431
602,14419,6212
603,40357,17233
604,40698,17379
605,36865,15773
606,123634,52465
607,73033,30995
608,123147,52232
609,16604,7147
610,58396,24805
611,43800,18699
612,33282,14273
613,25442,10885
614,27486,11747
615,64684,27456
616,66910,28416
617,78079,33110
618,106771,45192
619,28852,12324
620,83114,35267
621,99834,42246
622,125691,53368
623,7609,3329
624,120330,51022
625,18437,7917
626,24639,10551
627,42900,18321
628,111571,47242
629,48914,20853
630,15303,6597
631,123211,52262
632,56941,24201
633,49133,20947
634,70255,29833
635,45021,19223
636,124861,53011
637,4064,1788
638,16648,7166
639,61331,26037
640,98941,41877
641,44501,19005
642,102381,43318
643,36465,15595
644,21189,9090
645,80325,34047
646,48214,20550
647,26847,11489
648,124697,52940
649,2704,1167
650,70379,29887
651,95332,40350
652,120534,51113
653,17506,7527
654,51264,21838
655,92338,39095
656,52068,22168
657,29865,12779
658,37669,16127
659,94777,40115
660,120090,50914
661,114878,48682
662,76867,32574
663,48569,20708
664,29118,12442
665,45276,19337
666,115680,49050
667,71660,30428
668,56450,23999
669,42009,17939
670,2947,1277
671,79830,33835
672,99220,41988
673,13547,5839
674,95209,40304
675,118413,50207
676,76617,32483
677,116212,49257
678,43272,18484
679,77328,32766
680,27808,11885
681,97590,41302
682,26284,11238
683,129823,55105
684,10643,4611
685,86612,36741
686,28343,12117
687,70514,29949
688,54562,23198
689,110540,46811
690,26745,11448
691,45519,19427
692,26347,11269
693,130123,55226
694,16449,7079
695,44040,18798
696,79192,33561
697,97914,41440
698,111955,47425
699,120773,51223
700,79609,33742
701,113954,48285
702,86529,36708
703,49898,21277
704,43071,18387
705,36661,15682
706,76002,32230
707,43985,18776
708,61931,26307
709,10525,4549
710,54788,23291
711,82695,35093
712,29939,12811
713,66003,28021
714,29723,12713
715,34891,14950
716,20419,8750
717,97012,41061
718,28707,12264
719,2032,874
720,108244,45832
721,88343,37412
722,26056,11158
723,3391,1493
724,118197,50108
725,16780,7219
726,94913,40170
727,110645,46855
728,49395,21051
729,41264,17616
730,53327,22671
731,37145,15895
732,69920,29684
733,44378,18948
734,105282,44551
735,13479,5813
736,21029,9019
737,49661,21162
738,14291,6161
739,122576,51978
740,14444,6225
741,67962,28874
742,55048,23410
743,91935,38926
744,72238,30669
745,59638,25308
746,94470,39986
747,5209,2279
748,13715,5921
749,121140,51365
750,56873,24177
751,109902,46531
752,19725,8459
753,46264,19726
754,59930,25443
755,116571,49406
756,37955,16252
757,38957,16648
758,115328,48882
759,42040,17952
760,32565,13960
761,99666,42174
762,110084,46614
763,57179,24295
764,89350,37824
765,130216,55264
766,24958,10696
767,73816,31318
768,77263,32737
769,130346,55336
770,49915,21287
771,121148,51368
772,76818,32555
773,29813,12757
774,107886,45675
775,117809,49937
776,37517,16064
777,71574,30389
778,79006,33485
779,103,46
780,11718,5065
781,87278,36994
782,85320,36203
783,64688,27457
784,50198,21406
785,37483,16047
786,45007,19217
787,88646,37534
788,68124,28936
789,1877,804
790,103684,43854
791,120909,51277
792,58299,24762
793,98078,41518
794,92672,39235
795,75467,32010
796,80824,34291
797,22354,9568
798,113438,48079
799,59298,25169
800,44145,18847
801,118870,50392
802,46992,20039
803,128523,54571
804,80065,33935
805,42548,18179
806,127096,53972
807,98415,41669
808,20338,8712
809,37370,15996
810,59220,25140
811,116037,49177
812,177,82
813,115333,48884
814,42973,18351
815,58173,24701
816,108785,46065
817,13164,5678
818,21797,9341
819,128121,54402
820,121933,51702
821,68579,29140
822,128444,54536
823,100531,42560
824,22208,9506
825,91454,38728
826,63913,27131
827,90507,38294
828,57702,24504
829,36219,15492
830,124690,52937
831,114894,48689
832,37576,16087
833,3778,1656
834,114501,48510
835,23269,9956
836,68807,29231
837,36025,15419
838,35934,15387
839,68533,29116
840,11459,4963
841,116688,49457
842,44463,18989
843,5706,2485
844,80719,34242
845,18473,7933
846,12689,5476
847,12512,5398
848,66054,28039
849,37045,15847
850,51298,21848
851,32057,13738
852,90730,38389
853,63768,27072
854,112826,47831
855,22010,9418
856,26849,11490
857,90584,38333
858,90844,38439
859,59088,25081
860,50930,21700
861,59146,25108
862,60622,25733
863,3139,1376
864,31946,13682
865,45460,19400
866,77540,32866
867,76020,32240
868,91120,38562
869,68604,29150
870,3010,1317
871,22233,9518
872,52558,22371
873,100612,42609
874,51924,22117
875,60972,25877
876,63648,27012
877,86497,36696
878,46559,19842
879,19558,8375
880,110298,46697
881,32572,13964
882,85743,36388
883,35570,15243
884,85779,36406
885,120896,51273
886,13750,5935
887,34073,14593
888,129981,55165
889,31140,13323
890,42008,17938
891,126057,53515
892,68921,29275
893,37050,15850
894,17641,7582
895,108249,45835
896,62892,26703
897,60900,25848
898,27659,11819
899,60258,25582
900,15324,6606
901,85258,36178
902,709,305
903,39077,16698
904,106250,44959
905,87707,37161
906,105220,44518
907,53749,22855
908,58188,24706
909,61727,26218
910,103460,43760
911,56657,24085
912,57715,24507
913,104561,44232
914,39144,16739
915,27202,11629
916,15813,6805
917,34917,14959
918,71041,30175
919,90816,38429
920,117494,49800
921,87179,36954
922,117454,49780
923,3113,1367
924,46407,19786
925,85919,36469
926,127181,54006
927,13074,5636
928,33935,14546
929,64064,27192
930,36308,15530
931,48435,20658
932,65969,28006
933,23879,10235
934,100270,42440
935,6810,3000
936,25071,10740
937,47947,20423
938,27188,11625
939,4339,1897
940,94641,40060
941,20182,8640
942,8323,3602
943,63629,27004
944,16416,7063
945,16715,7194
946,92336,39093
947,112159,47521
948,121940,51707
949,107773,45626
950,52473,22330
951,41317,17637
952,110767,46914
953,37705,16140
954,115703,49059
955,17340,7446
956,49836,21249
957,53396,22704
958,20679,8875
959,27827,11893
960,103797,43901
961,99923,42287
962,104307,44123
963,20268,8682
964,114905,48693
965,66827,28381
966,49772,21217
967,127324,54057
968,86700,36773
969,6956,3067
970,71867,30512
971,100486,42536
972,34295,14684
973,37321,15979
974,115107,48780
975,122018,51748
976,89031,37709
977,75451,32003
978,103441,43750
979,88718,37566
980,5949,2611
981,10972,4757
982,118454,50228
983,34646,14840
984,126678,53788
985,24998,10709
986,126609,53752
987,112204,47547
988,83039,35231
989,15073,6497
990,100039,42329
991,13602,5864
992,126522,53704
993,100423,42508
994,42584,18195
995,25062,10736
996,18700,8027
997,68996,29312
998,7809,3405
999,83392,35402
1000,78062,33103
1001,35271,15112
1002,43629,18628
1003,90296,38203
1004,126456,53683
1005,859,370
1006,812,350
1007,96324,40748
1008,16542,7116
1009,25108,10752
1010,9199,3978
1011,3086,1354
1012,110265,46680
1013,113288,48017
1014,1514,653
1015,15650,6738
1016,30102,12883
1017,40094,17130
1018,62524,26548
1019,78365,33229
1020,129934,55146
1021,6853,3020
1022,31413,13441
1023,28527,12195
1024,48165,20523
1025,107018,45300
1026,116348,49305
1027,3572,1570
1028,84253,35750
1029,53205,22619
1030,97796,41384
1031,18613,7987
1032,125718,53380
1033,124193,52726
1034,17698,7601
1035,57332,24349
1036,108865,46097
1037,38967,16653
1038,12934,5575
1039,121628,51574
1040,67878,28840
1041,23416,10022
1042,58770,24957
1043,108121,45773
1044,25700,11012
1045,97954,41461
1046,33462,14355
1047,97733,41358
1048,124307,52775
1049,111099,47056
1050,68062,28912
1051,108088,45758
1052,40639,17351
1053,66347,28163
1054,18326,7873
1055,21203,9097
1056,21570,9249
1057,21492,9213
1058,69310,29430
1059,25284,10822
1060,62411,26508
1061,26568,11369
1062,14236,6136
1063,82915,35183
1064,100275,42442
1065,71062,30182
1066,11877,5127
1067,116673,49449
1068,108599,45988
1069,16815,7236
1070,64088,27208
1071,98082,41520
1072,21147,9073
1073,125227,53166
1074,31583,13516
1075,3014,1318
1076,113619,48153
1077,96033,40627
1078,70448,29919
1079,105859,44794
1080,66552,28260
1081,56214,23896
1082,94769,40112
1083,74670,31673
1084,126765,53832
1085,7664,3356
1086,44518,19016
1087,84099,35694
1088,125321,53213
1089,52260,22250
1090,86129,36552
1091,88167,37343
1092,18020,7741
1093,69763,29619
1094,34614,14826
1095,39219,16775
1096,119119,50503
1097,110522,46802
1098,104095,44028
1099,17712,7605
1100,25212,10788
1101,32700,14015
1102,118951,50428
1103,104350,44141
1104,94354,39938
1105,10071,4356
1106,126207,53588
1107,57829,24557
1108,69915,29679
1109,104336,44133
1110,52052,22162
1111,63671,27024
1112,99339,42035
1113,106246,44958
1114,107795,45635
1115,85376,36229
1116,60717,25774
1117,77402,32795
1118,105289,44556
1119,119033,50464
1120,26170,11194
1121,51427,21912
1122,97500,41262
1123,31343,13411
1124,26860,11496
1125,111488,47209
1126,103942,43963
1127,72161,30638
1128,7483,3280
1129,31320,13399
1130,108025,45737
1131,69089,29347
1132,63087,26777
1133,11270,4884
1134,60571,25716
1135,115983,49160
1136,126739,53819
1137,51385,21889
1138,50795,21643
1139,40482,17283
1140,19660,8430
1141,37607,16100
1142,34906,14955
1143,20242,8671
1144,84869,36014
1145,9305,4020
1146,8106,3518
1147,58669,24910
1148,120572,51139
1149,38919,16633
1150,40058,17114
1151,18071,7767
1152,107395,45469
1153,72026,30582
1154,106612,45118
1155,18450,7926
1156,54551,23192
1157,74177,31477
1158,54100,23005
1159,6524,2887
1160,125570,53323
1161,23717,10161
1162,7656,3350
1163,82493,35012
1164,81984,34792
1165,38288,16395
1166,19219,8234
1167,56745,24126
1168,77056,32646
1169,116190,49245
1170,14585,6282
1171,101697,43039
1172,109622,46416
1173,32268,13844
1174,126104,53539
1175,4118,1809
1176,129135,54818
1177,117295,49708
1178,124974,53060
1179,126965,53920
1180,123399,52356
1181,65265,27718
1182,11048,4794
1183,48265,20575
1184,50870,21677
1185,122828,52093
1186,41344,17649
1187,116341,49303
1188,112360,47624
1189,8224,3565
1190,17607,7569
1191,29761,12731
1192,15017,6472
1193,126374,53653
1194,50266,21439
1195,98131,41542
1196,45341,19361
1197,14606,6289
1198,115262,48850
1199,38644,16537
1200,86052,36523
1201,104429,44179
1202,114731,48614
1203,65043,27621
1204,107887,45676
1205,31221,13358
1206,58259,24744
1207,61904,26294
1208,68808,29232
1209,102533,43385
1210,114521,48519
1211,98964,41891
1212,125073,53104
1213,7271,3192
1214,68748,29209
1215,83213,35315
1216,93148,39425
1217,43439,18555
1218,112376,47637
1219,107471,45505
1220,52347,22289
1221,31874,13646
1222,122884,52114
1223,4402,1932
1224,40995,17512
1225,122999,52164
1226,44128,18843
1227,35681,15283
1228,89520,37885
1229,65489,27812
1230,10531,4552
1231,22923,9813
1232,38456,16463
1233,9985,4314
1234,85939,36474
1235,122304,51859
1236,77830,32998
1237,124501,52852
1238,94932,40178
1239,88681,37548
1240,20769,8916
1241,63867,27109
1242,86475,36688
1243,102733,43464
1244,17553,7542
1245,35405,15162
1246,97614,41310
1247,65238,27710
1248,97507,41264
1249,112561,47718
1250,100190,42404
1251,129374,54911
1252,86909,36856
1253,17902,7694
1254,603,252
1255,29110,12438
1256,55903,23765
1257,110911,46973
1258,112303,47595
1259,12623,5450
1260,99890,42272
1261,25571,10940
1262,2130,918
1263,5222,2287
1264,124283,52763
1265,122420,51902
1266,87613,37131
1267,41629,17776
1268,10776,4668
1269,67482,28659
1270,98610,41749
1271,33087,14191
1272,97389,41214
1273,16539,7114
1274,20081,8599
1275,85512,36280
1276,77931,33042
1277,47019,20052
1278,13392,5772
1279,107329,45441
1280,121355,51457
1281,109666,46436
1282,11702,5058
1283,53589,22791
1284,33865,14511
1285,113302,48024
1286,56787,24143
1287,4849,2122
1288,80029,33918
1289,54189,23044
1290,13457,5803
1291,12289,5299
1292,126836,53865
1293,29024,12397
1294,125456,53273
1295,66161,28084
1296,105903,44816
1297,120235,50986
1298,73291,31103
1299,79464,33680
1300,123619,52458
1301,68260,28988
1302,68419,29066
1303,39966,17082
1304,42252,18046
1305,84563,35884
1306,100731,42656
1307,105581,44674
1308,89677,37946
1309,57735,24515
1310,126312,53628
1311,15157,6531
1312,50731,21615
1313,70936,30126
1314,7299,3205
1315,114085,48342
1316,93157,39428
1317,6389,2818
1318,62956,26732
1319,54046,22985
1320,128753,54659
1321,95896,40567
1322,121412,51484
1323,106070,44880
1324,69030,29323
1325,80818,34289
1326,38145,16331
1327,74976,31793
1328,99731,42198
1329,9770,4225
1330,44945,19194
1331,98589,41737
1332,122448,51917
1333,74421,31576
1334,8714,3762
1335,94247,39888
1336,24040,10299
1337,54140,23017
1338,71419,30328
1339,99909,42281
1340,124488,52847
1341,114200,48391
1342,15566,6703
1343,58167,24697
1344,9961,4305
1345,54545,23188
1346,72489,30771
1347,114713,48605
1348,129031,54768
1349,39249,16785
1350,8821,3810
1351,94883,40154
1352,118142,50085
1353,127651,54204
1354,69548,29530
1355,86317,36629
1356,26858,11495
1357,37472,16041
1358,79702,33785
1359,124464,52835
1360,74264,31513
1361,88758,37586
1362,37383,16001
1363,36765,15725
1364,88380,37428
1365,83943,35638
1366,88512,37476
1367,81350,34509
1368,32564,13959
1369,17816,7656
1370,117234,49683
1371,52985,22540
1372,45275,19336
1373,53736,22848
1374,93416,39529
1375,88611,37519
1376,73088,31021
1377,32043,13730
1378,117804,49934
1379,67350,28599
1380,50471,21517
1381,114837,48662
1382,62191,26416
1383,16584,7138
1384,14713,6343
1385,85436,36247
1386,4729,2072
1387,129712,55053
1388,9498,4108
1389,23192,9932
1390,17154,7382
1391,61606,26162
1392,109410,46335
1393,112649,47758
1394,1847,790
1395,1765,760
1396,125395,53248
1397,106940,45263
1398,24115,10332
1399,20946,8993
1400,104000,43985
1401,15596,6715
1402,11762,5083
1403,32988,14140
1404,122671,52019
1405,127658,54208
1406,127780,54262
1407,11653,5033
1408,86492,36694
1409,83857,35604
1410,116760,49488
1411,42157,18006
1412,111688,47300
1413,24765,10609
1414,15312,6602
1415,86803,36822
1416,69440,29478
1417,112219,47553
1418,123377,52342
1419,100016,42321
1420,13332,5749
1421,85110,36109
1422,112117,47501
1423,13005,5604
1424,24973,10701
1425,106274,44968
1426,100429,42511
1427,81110,34412
1428,42419,18128
1429,78210,33168
1430,64403,27338
1431,288,128
1432,82409,34974
1433,86783,36814
1434,49920,21291
1435,61581,26149
1436,104231,44092
1437,37320,15978
1438,101483,42950
1439,184,85
1440,79351,33631
1441,57552,24451
1442,56870,24174
1443,93928,39740
1444,53575,22784
1445,13711,5919
1446,59820,25392
1447,44228,18879
1448,75105,31857
1449,79545,33719
1450,101112,42802
1451,44331,18927
1452,78936,33460
1453,110463,46778
1454,115839,49113
1455,47795,20362
1456,116790,49499
1457,22134,9477
1458,86828,36831
1459,101160,42825
1460,68560,29128
1461,126821,53857
1462,18534,7960
1463,28147,12041
1464,29986,12835
1465,71989,30566
1466,96290,40736
1467,61955,26319
1468,88210,37357
1469,79785,33820
1470,72073,30599
1471,16643,7164
1472,37097,15877
1473,85445,36251
1474,40749,17404
1475,86025,36509
1476,38835,16600
1477,37912,16229
1478,126157,53567
1479,101109,42801
1480,25585,10946
1481,10323,4465
1482,91776,38861
1483,82939,35190
1484,48563,20703
1485,91369,38685
1486,109403,46330
1487,1698,731
1488,61982,26331
1489,70520,29952
1490,122928,52134
1491,81793,34706
1492,67500,28665
1493,98765,41812
1494,81845,34734
1495,43224,18455
1496,97351,41201
1497,38689,16549
1498,117733,49900
1499,115659,49040
1500,63760,27066
1501,8058,3504
1502,73572,31216
1503,36932,15803
1504,47971,20433
1505,26805,11474
1506,74073,31420
1507,123813,52552
1508,45925,19588
1509,896,382
1510,7323,3215
1511,74290,31524
1512,82775,35132
1513,66205,28100
1514,99783,42219
1515,70214,29817
1516,27344,11689
1517,16284,6999
1518,118604,50278
1519,123293,52298
1520,25316,10836
1521,88464,37458
1522,57899,24587
1523,51375,21883
1524,52819,22469
1525,108435,45918
1526,73000,30985
1527,56762,24136
1528,117654,49866
1529,68514,29107
1530,107521,45526
1531,97475,41247
1532,63853,27105
1533,17427,7488
1534,16752,7210
1535,53250,22636
1536,99463,42088
1537,84141,35707
1538,62077,26374
1539,41612,17768
1540,92702,39244
1541,126497,53696
1542,96262,40724
1543,59719,25348
1544,85908,36465
1545,20871,8961
1546,43907,18738
1547,48414,20647
1548,95349,40356
1549,80694,34229
1550,47073,20083
1551,50145,21383
1552,84769,35975
1553,10394,4497
1554,70943,30130
1555,65225,27703
1556,38773,16581
1557,29240,12496
1558,108510,45945
1559,43076,18392
1560,12794,5518
1561,2993,1305
1562,91741,38850
1563,98592,41738
1564,69530,29521
1565,59026,25058
1566,113687,48184
1567,110677,46877
1568,47501,20247
1569,127579,54165
1570,63761,27067
1571,25818,11061
1572,15684,6751
1573,27968,11959
1574,80340,34057
1575,362,147
1576,34222,14649
1577,26005,11137
1578,34094,14599
1579,39282,16799
1580,26925,11527
1581,129864,55119
1582,102434,43341
1583,79662,33768
1584,105232,44525
1585,59569,25288
1586,127912,54311
1587,94475,39989
1588,51042,21747
1589,88531,37485
1590,35212,15088
1591,52103,22183
1592,54355,23116
1593,107387,45465
1594,104256,44100
1595,5186,2269
1596,121761,51628
1597,17985,7728
1598,99116,41945
1599,55708,23686
1600,64180,27242
1601,82258,34915
1602,110988,47010
1603,78096,33116
1604,93370,39508
1605,101354,42893
1606,95771,40514
1607,48320,20599
1608,13283,5732
1609,53592,22793
1610,79010,33487
1611,89184,37771
1612,80378,34074
1613,16291,7005
1614,31534,13497
1615,3932,1724
1616,14674,6321
1617,8598,3718
1618,119664,50738
1619,130051,55193
1620,52563,22374
1621,40708,17385
1622,74144,31460
1623,62347,26483
1624,49030,20900
1625,32247,13832
1626,85742,36387
1627,52671,22412
1628,24169,10356
1629,118014,50022
1630,69248,29402
1631,70377,29885
1632,19350,8292
1633,108492,45937
1634,63978,27156
1635,90988,38503
1636,77015,32628
1637,41517,17729
1638,100631,42619
1639,94889,40157
1640,72694,30865
1641,52110,22187
1642,6984,3084
1643,104944,44402
1644,37859,16209
1645,72731,30876
1646,16481,7092
1647,38066,16298
1648,51575,21971
1649,1871,801
1650,83282,35356
1651,42940,18337
1652,77467,32828
1653,85419,36240
1654,32420,13906
1655,107974,45717
1656,110413,46750
1657,1102,459
1658,113342,48040
1659,84807,35988
1660,80064,33934
1661,43246,18467
1662,122882,52112
1663,36860,15770
1664,92011,38953
1665,47513,20255
1666,46954,20023
1667,35022,15006
