rank0,csv_row_index0,working_index0
482,104183,44067
483,49905,21281
484,17281,7425
485,30860,13203
486,1651,709
487,39107,16720
488,61021,25898
489,51265,21839
490,17607,7569
491,92011,38953
492,2692,1162
493,92847,39309
494,117481,49792
495,42062,17963
496,123120,52220
497,40304,17207
498,95072,40250
499,107188,45379
500,53048,22563
501,60930,25859
502,42199,18024
503,72521,30785
504,128596,54610
505,41395,17675
506,53701,22833
507,1274,535
508,125232,53169
509,24533,10499
510,38400,16435
511,129677,55038
512,4943,2168
513,36060,15435
514,126260,53607
515,8379,3628
516,63223,26839
517,69557,29534
518,40727,17395
519,9109,3940
520,117078,49622
521,112159,47521
522,74371,31555
523,92427,39127
524,24331,10417
525,122457,51921
526,54179,23040
527,119631,50721
528,62066,26369
529,61790,26244
530,10258,4435
531,72857,30932
532,64515,27390
533,9742,4213
534,113972,48294
535,112786,47813
536,25896,11091
537,14551,6266
538,116875,49534
539,116629,49432
540,73786,31305
541,11396,4942
542,59882,25417
543,80126,33958
544,121204,51389
545,90509,38296
546,124618,52912
547,125831,53420
548,80095,33945
549,35214,15090
550,90059,38113
551,52539,22360
552,114410,48473
553,39391,16837
554,96603,40875
555,68500,29101
556,29412,12574
557,73105,31029
558,114064,48332
559,30464,13034
560,24193,10369
561,129807,55102
562,126619,53757
563,57673,24489
564,128029,54359
565,5954,2613
566,88574,37503
567,84869,36014
568,33819,14496
569,52395,22303
570,86799,36820
571,86079,36530
572,85394,36236
573,63853,27105
574,89452,37861
575,102178,43236
576,51488,21937
577,43093,18399
578,51201,21813
579,6444,2846
580,75969,32214
581,27174,11623
582,32792,14051
583,13226,5707
584,78358,33225
585,48385,20630
586,99390,42056
587,12676,5471
588,43522,18592
589,19074,8167
590,32986,14139
591,68293,29002
592,90904,38464
593,21688,9293
594,55697,23682
595,95503,40420
596,98716,41795
597,62157,26405
598,123524,52414
599,66951,28428
600,23823,10213
601,41721,17818
602,56869,24173
603,98942,41878
604,109906,46533
605,68309,29009
606,93702,39654
607,61045,25909
608,87299,37005
609,77189,32702
610,5819,2544
611,96651,40895
612,26981,11551
613,103541,43806
614,115200,48825
615,123719,52504
616,21544,9234
617,113902,48266
618,126473,53691
619,20242,8671
620,12736,5498
621,129929,55142
622,60532,25698
623,38755,16570
624,788,337
625,61854,26273
626,36156,15466
627,101697,43039
628,10849,4701
629,88739,37579
630,114682,48588
631,28499,12188
632,93664,39640
633,93583,39606
634,49645,21153
635,6193,2724
636,98311,41619
637,76535,32452
638,81822,34720
639,74772,31721
640,92795,39286
641,4235,1849
642,55485,23591
643,106414,45032
644,78133,33134
645,111441,47190
646,116414,49337
647,35316,15129
648,77988,33069
649,85634,36345
650,54507,23169
651,59876,25415
652,98450,41686
653,29120,12444
654,31756,13588
655,108431,45916
656,94612,40048
657,91825,38879
658,120584,51141
659,46849,19970
660,70395,29896
661,26164,11191
662,74088,31430
663,37617,16107
664,107175,45373
665,25750,11029
666,83788,35570
667,7479,3279
668,122481,51933
669,99339,42035
670,112096,47488
671,27864,11908
672,71951,30552
673,116761,49489
674,58625,24893
675,51560,21969
676,29930,12807
677,103282,43688
678,122882,52112
679,96883,41008
680,81526,34596
681,90502,38291
682,27874,11913
683,7640,3340
684,109781,46483
685,18065,7766
686,28340,12115
687,55741,23705
688,48073,20475
689,22044,9435
690,17272,7422
691,40503,17288
692,66725,28336
693,31583,13516
694,123271,52286
695,32953,14126
696,45430,19392
697,81843,34732
698,89146,37751
699,45163,19289
700,115346,48892
701,57890,24584
702,19070,8164
703,74063,31416
704,74544,31632
705,68624,29162
706,26203,11206
707,99202,41979
708,24551,10508
709,53396,22704
710,75168,31881
711,54566,23200
712,21497,9214
713,53640,22807
714,46844,19968
715,29818,12759
716,113213,47987
717,51416,21907
718,54994,23386
719,113128,47957
720,103017,43581
721,36862,15771
722,19170,8213
723,82359,34954
724,36638,15674
725,108039,45744
726,103523,43793
727,41517,17729
728,15664,6743
729,59783,25375
730,68320,29015
731,67032,28465
732,53897,22919
733,6895,3036
734,20545,8814
735,70271,29838
736,101567,42979
737,115145,48804
738,8574,3701
739,1123,466
740,37110,15880
741,32641,13994
742,91601,38780
743,35771,15317
744,69917,29681
745,17066,7347
746,28331,12111
747,91796,38869
748,18018,7740
749,102279,43276
750,40553,17311
751,64918,27562
752,15443,6648
753,17648,7584
754,101751,43065
755,10185,4401
756,125594,53330
757,64387,27327
758,77322,32764
759,44815,19146
760,43868,18727
761,23671,10150
762,119095,50486
763,22059,9440
764,110472,46782
765,29886,12787
766,59220,25140
767,110406,46748
768,22824,9763
769,63364,26892
770,71126,30213
771,66217,28104
772,76647,32492
773,39424,16853
774,1795,775
775,30642,13102
776,12892,5554
777,36250,15506
778,95870,40555
779,5644,2461
780,23134,9905
781,51878,22102
782,76895,32587
783,104134,44046
784,8113,3522
785,56577,24055
786,116317,49294
787,72220,30657
788,102766,43481
789,39574,16913
790,79903,33871
791,106250,44959
792,10551,4565
793,60075,25508
794,85511,36279
795,80422,34095
796,79125,33531
797,72019,30578
798,44893,19177
799,75451,32003
800,43918,18745
801,125459,53276
802,77199,32708
803,14589,6283
804,95885,40564
805,93492,39560
806,9030,3905
807,61058,25917
808,42116,17990
809,36162,15469
810,113602,48144
811,126456,53683
812,97835,41402
813,33775,14482
814,24878,10658
815,81536,34601
816,115465,48948
817,46490,19811
818,69879,29666
819,25815,11060
820,129515,54970
821,80531,34152
822,11507,4978
823,21856,9370
824,87607,37129
825,35518,15214
826,89414,37846
827,7721,3375
828,104506,44213
829,38497,16480
830,94530,40017
831,118165,50094
832,84209,35733
833,33389,14321
834,77812,32985
835,43692,18656
836,39125,16727
837,38680,16544
838,85744,36389
839,80775,34273
840,106709,45160
841,87177,36953
842,111295,47136
843,95332,40350
844,29067,12416
845,46533,19832
846,64739,27483
847,82487,35007
848,43264,18479
849,78385,33239
850,120811,51235
851,98972,41895
852,126344,53640
853,105810,44774
854,64605,27425
855,24873,10655
856,116507,49381
857,24021,10293
858,89973,38074
859,3723,1631
860,106290,44975
861,74452,31588
862,61886,26284
863,53142,22595
864,101483,42950
865,39149,16743
866,18832,8075
867,112573,47725
868,118699,50319
869,118314,50162
870,10388,4494
871,30757,13155
872,62799,26658
873,122913,52127
874,50174,21396
875,68741,29204
876,87802,37198
877,99458,42085
878,60540,25702
879,87240,36983
880,108385,45897
881,97671,41336
882,61479,26107
883,54709,23260
884,311,135
885,42709,18244
886,61495,26113
887,64403,27338
888,73792,31308
889,103563,43811
890,11628,5024
891,97784,41378
892,58111,24680
893,9277,4005
894,76806,32552
895,124441,52826
896,40761,17407
897,117048,49611
898,8044,3499
899,107886,45675
900,22092,9455
901,116767,49491
902,75578,32063
903,61407,26075
904,6810,3000
905,47447,20224
906,26054,11157
907,2080,895
908,113977,48296
909,123731,52512
910,92304,39078
911,70120,29778
912,11269,4883
913,123170,52241
914,108568,45973
915,123338,52323
916,111089,47051
917,118815,50365
918,41666,17792
919,108016,45730
920,24864,10647
921,120474,51091
922,128684,54639
923,32028,13720
924,26568,11369
925,58349,24785
926,107029,45304
927,66790,28367
928,44766,19123
929,92702,39244
930,1218,512
931,25231,10795
932,17776,7636
933,68808,29232
934,57146,24278
935,120850,51254
936,112026,47457
937,43272,18484
938,75078,31843
939,58399,24806
940,54355,23116
941,27087,11594
942,59039,25063
943,39219,16775
944,27873,11912
945,52123,22196
946,21788,9337
947,21632,9270
948,21917,9386
949,53981,22959
950,89154,37756
951,110424,46758
952,68221,28975
953,75010,31814
954,41786,17842
955,116655,49441
956,52886,22498
957,65332,27743
958,43402,18542
959,58558,24868
960,103073,43604
961,61568,26142
962,79734,33795
963,39677,16956
964,92501,39154
965,79545,33719
966,4207,1835
967,72756,30886
968,13164,5678
969,48679,20753
970,80152,33968
971,112394,47644
972,62326,26471
973,59576,25290
974,130295,55311
975,121129,51358
976,32013,13712
977,60797,25805
978,32924,14113
979,21083,9042
980,3333,1464
981,88165,37341
982,100236,42428
983,6698,2952
984,53772,22867
985,110522,46802
986,2999,1308
987,102371,43315
988,35443,15179
989,129879,55126
990,79601,33739
991,121984,51732
992,99514,42106
993,95248,40317
994,105263,44543
995,94703,40083
996,60448,25655
997,92432,39129
998,36946,15807
999,94356,39939
1000,71401,30322
1001,58680,24914
1002,76828,32559
1003,49592,21135
1004,32328,13867
1005,128796,54674
1006,105027,44439
1007,46153,19687
1008,62118,26388
1009,100370,42483
1010,77696,32940
1011,47657,20310
1012,89596,37916
1013,66989,28445
1014,47931,20416
1015,103660,43847
1016,124379,52800
1017,61674,26194
1018,74231,31500
1019,42405,18118
1020,88692,37552
1021,85731,36381
1022,92388,39112
1023,98401,41660
1024,104472,44196
1025,1698,731
1026,80956,34355
1027,73498,31181
1028,45714,19501
1029,42715,18249
1030,59176,25125
1031,92876,39322
1032,115031,48754
1033,69386,29454
1034,126334,53635
1035,90949,38486
1036,44401,18956
1037,100429,42511
1038,119339,50586
1039,68124,28936
1040,104290,44117
1041,46868,19982
1042,55859,23745
1043,108343,45878
1044,23861,10230
1045,19989,8563
1046,101513,42957
1047,68564,29131
1048,41346,17650
1049,54960,23371
1050,45134,19272
1051,68807,29231
1052,94401,39960
1053,70855,30088
1054,40639,17351
1055,36183,15476
1056,25878,11083
1057,58951,25024
1058,24814,10628
1059,31389,13433
1060,109888,46525
1061,76301,32355
1062,18506,7948
1063,82145,34862
1064,111009,47017
1065,9779,4230
1066,114726,48613
1067,41742,17827
1068,68703,29190
1069,101928,43134
1070,100353,42478
1071,76675,32498
1072,16382,7045
1073,26562,11367
1074,14660,6315
1075,101305,42878
1076,17785,7641
1077,88732,37575
1078,120029,50892
1079,3490,1536
1080,63325,26876
1081,50731,21615
1082,45201,19311
1083,19933,8542
1084,40738,17398
1085,19955,8553
1086,107170,45371
1087,5858,2561
1088,114269,48418
1089,96027,40624
1090,103458,43758
1091,21895,9379
1092,30287,12961
1093,52767,22443
1094,13060,5630
1095,109404,46331
1096,25400,10871
1097,29319,12530
1098,28407,12145
1099,808,347
1100,64843,27525
1101,52846,22481
1102,102520,43380
1103,71071,30189
1104,105540,44657
1105,34495,14771
1106,104891,44381
1107,56298,23929
1108,13843,5976
1109,18828,8073
1110,58171,24699
1111,8576,3703
1112,16614,7151
1113,90866,38450
1114,13629,5879
1115,78212,33169
1116,81330,34501
1117,114148,48370
1118,30540,13061
1119,9335,4035
1120,9986,4315
1121,93894,39728
1122,67384,28617
1123,128255,54457
1124,68062,28912
1125,121531,51545
1126,56657,24085
1127,17119,7370
1128,58393,24804
1129,118915,50412
1130,55048,23410
1131,107512,45524
1132,80694,34229
1133,20216,8656
1134,70533,29958
1135,124063,52665
1136,85672,36359
1137,67102,28489
1138,80731,34247
1139,30427,13016
1140,47501,20247
1141,120159,50949
1142,36633,15671
1143,12327,5313
1144,108891,46112
1145,116958,49573
1146,3360,1480
1147,48653,20745
1148,1460,631
1149,31234,13366
1150,39507,16886
1151,44459,18988
1152,123818,52554
1153,2701,1166
1154,59206,25134
1155,23533,10073
1156,97995,41480
1157,82086,34834
1158,34602,14820
1159,90640,38353
1160,40809,17429
1161,64194,27250
1162,97109,41102
1163,23562,10086
1164,90584,38333
1165,121865,51678
1166,55936,23783
1167,110954,46993
1168,51171,21799
1169,108121,45773
1170,120371,51037
1171,11897,5136
1172,30151,12902
1173,2862,1237
1174,72966,30973
1175,6129,2689
1176,13648,5889
1177,38880,16613
1178,44059,18807
1179,60850,25832
1180,47509,20252
1181,39,17
1182,126190,53583
1183,127967,54336
1184,118416,50208
1185,1298,551
1186,41853,17872
1187,89735,37972
1188,46161,19690
1189,100557,42575
1190,109596,46408
1191,100536,42562
1192,65500,27816
1193,30565,13073
1194,30846,13195
1195,115065,48765
1196,39934,17067
1197,109116,46210
1198,19402,8309
1199,72147,30631
1200,107636,45574
1201,8579,3705
1202,85892,36460
1203,60087,25514
1204,97323,41190
1205,36166,15471
1206,109470,46352
1207,24501,10486
1208,14230,6132
1209,80575,34173
1210,123801,52544
1211,77207,32713
1212,113965,48290
1213,43010,18364
1214,86631,36748
1215,64461,27369
1216,104607,44255
1217,87870,37224
1218,80954,34354
1219,19381,8302
1220,68512,29106
1221,56527,24034
1222,110988,47010
1223,115839,49113
1224,2261,976
1225,44868,19165
1226,102881,43529
1227,31751,13586
1228,31280,13385
1229,128737,54653
1230,3890,1705
1231,9086,3931
1232,125661,53357
1233,59405,25221
1234,122660,52014
1235,13573,5852
1236,53691,22829
1237,55279,23500
1238,54172,23035
1239,69170,29377
1240,80781,34275
1241,27307,11672
1242,90202,38170
1243,72141,30628
1244,59964,25459
1245,130281,55302
1246,104205,44080
1247,23302,9974
1248,40634,17347
1249,4636,2032
1250,89602,37919
1251,62865,26690
1252,20103,8609
1253,18512,7950
1254,27757,11864
1255,124193,52726
1256,122161,51808
1257,66445,28206
1258,82096,34839
1259,88572,37501
1260,102868,43519
1261,123802,52545
1262,125822,53418
1263,95239,40313
1264,60756,25790
1265,48589,20718
1266,117445,49775
1267,65557,27839
1268,52335,22283
1269,57887,24582
1270,91010,38516
1271,65225,27703
1272,50358,21475
1273,44046,18802
1274,34121,14611
1275,79887,33864
1276,59171,25122
1277,17154,7382
1278,23597,10109
1279,47151,20116
1280,74323,31537
1281,29467,12598
1282,84230,35742
1283,68896,29265
1284,8802,3801
1285,94616,40049
1286,65476,27807
1287,19342,8289
1288,20740,8900
1289,73592,31221
1290,20611,8840
1291,54880,23336
1292,4709,2060
1293,74267,31515
1294,40831,17443
1295,108462,45929
1296,101966,43150
1297,117069,49617
1298,49804,21234
1299,33133,14213
1300,58523,24852
1301,92946,39349
1302,36059,15434
1303,68177,28959
1304,59298,25169
1305,119226,50543
1306,42496,18158
1307,89092,37731
1308,13413,5780
1309,19268,8253
1310,24882,10661
1311,5105,2236
1312,102842,43509
1313,105914,44823
1314,35279,15115
1315,124861,53011
1316,78062,33103
1317,82312,34933
1318,95321,40346
1319,20053,8583
1320,52755,22439
1321,123779,52533
1322,1368,586
1323,77278,32744
1324,44502,19006
1325,43988,18778
1326,46766,19929
1327,122685,52024
1328,23478,10053
1329,15183,6541
1330,31405,13439
1331,27387,11704
1332,129744,55072
1333,24099,10324
1334,120549,51122
1335,56525,24033
1336,26016,11142
1337,77846,33005
1338,70583,29980
1339,75452,32004
1340,11061,4802
1341,66524,28245
1342,67874,28837
1343,90985,38501
1344,112663,47764
1345,110704,46887
1346,12130,5233
1347,114847,48666
1348,65898,27976
1349,73479,31171
1350,101666,43022
1351,84678,35929
1352,90849,38442
1353,112202,47545
1354,99330,42032
1355,2915,1266
1356,108226,45823
1357,85167,36132
1358,18451,7927
1359,86839,36834
1360,76533,32451
1361,41400,17677
1362,65356,27753
1363,54562,23198
1364,114598,48553
1365,21217,9102
1366,80263,34018
1367,31627,13536
1368,106940,45263
1369,125312,53210
1370,8952,3870
1371,91068,38543
1372,53398,22705
1373,37719,16147
1374,72642,30838
1375,5864,2565
1376,16490,7095
1377,53544,22775
1378,6901,3040
1379,127097,53973
1380,84663,35924
1381,73566,31214
1382,119442,50631
1383,44727,19106
1384,110579,46825
1385,113513,48105
1386,60093,25518
1387,111525,47225
1388,107858,45661
1389,67597,28708
1390,97908,41436
1391,6708,2954
1392,29922,12804
1393,31566,13508
1394,3757,1645
1395,51956,22129
1396,94416,39968
1397,10597,4586
1398,50993,21724
1399,38907,16627
1400,56682,24097
1401,7499,3289
1402,5489,2384
1403,106638,45127
1404,80127,33959
1405,98027,41491
1406,89954,38063
1407,41019,17521
1408,70282,29843
1409,129228,54859
1410,34073,14593
1411,107620,45568
1412,96657,40899
1413,113440,48080
1414,33511,14373
1415,51785,22067
1416,74198,31488
1417,90853,38444
1418,53617,22798
1419,23951,10265
1420,81778,34700
1421,6124,2685
1422,63567,26972
1423,28918,12352
1424,92789,39281
1425,29419,12579
1426,75460,32007
1427,97289,41173
1428,68841,29244
1429,63931,27140
1430,104336,44133
1431,44227,18878
1432,31787,13604
1433,77726,32954
1434,22237,9520
1435,67582,28700
1436,24724,10587
1437,38684,16546
1438,99830,42245
1439,82772,35130
1440,24275,10391
1441,13110,5656
1442,67155,28515
1443,109510,46367
1444,68981,29302
1445,82158,34867
1446,88353,37416
1447,124201,52730
1448,99073,41931
1449,98813,41829
1450,84834,36000
1451,4598,2014
1452,24202,10373
1453,5222,2287
1454,95197,40300
1455,8823,3812
1456,86719,36782
1457,76388,32391
1458,104247,44098
1459,114318,48436
1460,112144,47514
1461,94475,39989
1462,20458,8773
1463,62125,26391
1464,117440,49770
1465,109410,46335
1466,1200,503
1467,38272,16385
1468,97151,41123
1469,13892,5994
1470,97119,41107
1471,40961,17493
1472,18033,7748
1473,13389,5770
1474,91455,38729
1475,65489,27812
1476,94346,39934
1477,116036,49176
1478,44638,19068
1479,110897,46967
1480,36110,15448
1481,58076,24664
1482,3525,1555
1483,84325,35783
1484,48095,20490
1485,48185,20535
1486,21228,9107
1487,17349,7449
1488,25964,11124
1489,102093,43197
1490,113955,48286
1491,121515,51535
1492,77180,32699
1493,27892,11922
1494,32540,13953
1495,99352,42040
1496,14304,6166
1497,109691,46449
1498,114326,48439
1499,62712,26628
1500,7516,3299
1501,373,150
1502,126212,53590
1503,62320,26469
1504,102755,43476
1505,46645,19876
1506,126828,53862
1507,8851,3828
1508,80978,34364
1509,2693,1163
1510,62547,26556
1511,130273,55295
1512,110265,46680
1513,25466,10898
1514,65895,27974
1515,27974,11962
1516,90816,38429
1517,58832,24978
1518,107178,45374
1519,27511,11760
1520,81984,34792
1521,113014,47911
1522,125227,53166
1523,97971,41469
1524,74097,31436
1525,124027,52644
1526,89055,37721
1527,91510,38747
1528,19165,8209
1529,6201,2727
1530,91387,38696
1531,26428,11301
1532,68567,29133
1533,100439,42514
1534,82129,34853
1535,126305,53625
1536,66373,28175
1537,128152,54415
1538,26224,11214
1539,51135,21784
1540,114773,48628
1541,115824,49107
1542,104071,44013
1543,12315,5309
1544,61425,26083
1545,95002,40212
1546,38238,16371
1547,102754,43475
1548,113116,47952
1549,113201,47983
1550,48283,20582
1551,22261,9529
1552,57421,24388
1553,119112,50498
1554,122648,52010
1555,41931,17904
1556,110608,46840
1557,41254,17610
1558,102031,43175
1559,81659,34651
1560,39822,17016
1561,15965,6872
1562,3544,1563
1563,102670,43435
1564,94982,40203
1565,18373,7896
1566,46646,19877
1567,98251,41588
1568,114338,48443
1569,92612,39208
1570,113620,48154
1571,3412,1505
1572,106736,45172
1573,126410,53671
1574,31267,13382
1575,107914,45690
1576,124471,52838
1577,54605,23218
1578,80065,33935
1579,44476,18996
1580,4342,1900
1581,87666,37149
1582,82363,34955
1583,10408,4505
1584,21555,9241
1585,85520,36286
1586,42499,18159
1587,31037,13290
1588,64798,27504
1589,114293,48428
1590,60052,25496
1591,29487,12606
1592,59747,25359
1593,57830,24558
1594,9199,3978
1595,22417,9591
1596,69775,29624
1597,32868,14089
1598,78810,33400
1599,8829,3815
1600,51335,21865
1601,29496,12610
1602,128438,54531
1603,85037,36081
1604,101934,43136
1605,129460,54946
1606,93666,39641
1607,124716,52951
1608,5848,2557
1609,73084,31019
1610,77589,32887
1611,8582,3708
1612,123658,52478
1613,27136,11610
1614,96545,40848
1615,43368,18522
1616,23462,10045
1617,10227,4418
1618,5789,2527
1619,75945,32206
1620,42008,17938
1621,16663,7169
1622,120835,51245
1623,50444,21504
1624,9042,3910
1625,97483,41251
1626,40818,17435
1627,39817,17014
1628,24008,10287
1629,124245,52747
1630,119392,50610
1631,70968,30143
1632,75397,31977
1633,62420,26514
1634,103466,43765
1635,57816,24553
1636,16944,7292
1637,107342,45447
1638,69405,29464
1639,60332,25609
1640,97047,41076
1641,35424,15172
1642,70646,30001
1643,108599,45988
1644,28436,12164
1645,51639,22001
1646,110587,46831
1647,102434,43341
1648,77411,32799
1649,33282,14273
1650,41953,17917
1651,92966,39358
1652,107471,45505
1653,128501,54559
1654,1237,520
1655,55766,23716
1656,47121,20103
1657,80715,34239
1658,14310,6170
1659,53009,22549
1660,49035,20902
1661,123088,52207
1662,107649,45578
1663,56215,23897
1664,127463,54117
1665,109666,46436
