role_rank0,csv_row_index0,working_index0
204,60488,25679
205,111259,47124
206,126284,53614
207,106033,44863
208,20527,8807
209,58211,24722
210,45716,19502
211,83574,35478
212,70712,30023
213,118908,50409
214,48291,20585
215,47860,20390
216,92779,39277
217,99082,41934
218,5634,2454
219,59098,25087
220,90089,38124
221,24550,10507
222,69170,29377
223,2316,997
224,689,292
225,96989,41052
226,15749,6779
227,172,80
228,8575,3702
229,126625,53759
230,7186,3161
231,61594,26155
232,81342,34505
233,104487,44205
234,110645,46855
235,8927,3857
236,60823,25824
237,33241,14255
238,89778,37993
239,32771,14041
240,96560,40855
241,123072,52199
242,62028,26351
243,123737,52514
244,119003,50450
245,3650,1602
246,25695,11009
247,74279,31519
248,48756,20782
249,85575,36313
250,67232,28550
251,94133,39828
252,94962,40192
253,128935,54731
254,101200,42844
255,8318,3600
256,130023,55181
257,119299,50569
258,72073,30599
259,112353,47619
260,22934,9818
261,89588,37911
262,41259,17614
263,6287,2764
264,14851,6397
265,54867,23325
266,120644,51164
267,105159,44492
268,117992,50010
269,19348,8291
270,118508,50240
271,63473,26935
272,120754,51216
273,45062,19241
274,28724,12271
275,90496,38285
276,58625,24893
277,96947,41034
278,30275,12956
279,64513,27389
280,33660,14444
281,28362,12126
282,34503,14775
283,45106,19259
284,101768,43071
285,69533,29523
286,88573,37502
287,127702,54230
288,54654,23235
289,127740,54242
290,114819,48653
291,55628,23652
292,56124,23857
293,43204,18447
294,87896,37229
295,74588,31648
296,62188,26413
297,48063,20471
298,120888,51268
299,40839,17448
300,4999,2194
301,60084,25511
302,78634,33334
303,12019,5194
304,12457,5370
305,2289,986
306,126312,53628
307,22845,9774
308,121140,51365
309,33477,14364
310,111321,47143
311,73602,31229
312,60458,25660
313,88657,37539
314,57974,24621
315,80696,34230
316,42654,18217
317,78710,33360
318,92028,38962
319,71894,30524
320,21917,9386
321,31340,13409
322,84879,36018
323,23511,10064
324,35270,15111
325,121087,51341
326,8202,3559
327,89992,38086
328,65782,27928
329,1109,462
330,28809,12308
331,103484,43772
332,29734,12717
333,61152,25958
334,45475,19408
335,120452,51079
336,93476,39556
337,44163,18855
338,2322,1003
339,112329,47606
340,75407,31982
341,82746,35115
342,4731,2073
343,58857,24990
344,103318,43706
345,79521,33711
346,67317,28578
347,31795,13606
348,15890,6841
349,6557,2897
350,102467,43356
351,2948,1278
352,107535,45532
353,85198,36147
354,32008,13709
355,50150,21386
356,3908,1714
357,8994,3887
358,107906,45686
359,65199,27690
360,8644,3734
361,90565,38323
362,991,409
363,33273,14267
364,89060,37723
365,38474,16469
366,86636,36750
367,126627,53760
368,8178,3548
369,89507,37881
370,98305,41614
371,83849,35599
372,100633,42621
373,50875,21680
374,17050,7339
375,77971,33061
376,12403,5349
377,105951,44837
378,115795,49097
379,54908,23350
380,85420,36241
381,40216,17183
382,17090,7357
383,117213,49678
384,47823,20373
385,88095,37308
386,14873,6409
387,100966,42745
388,105593,44679
389,110390,46741
390,23632,10128
391,73102,31027
392,48678,20752
393,20399,8743
394,52885,22497
395,4582,2008
396,61246,26005
397,112397,47645
398,122426,51905
399,46782,19942
400,109817,46494
401,85632,36343
402,127324,54057
403,37131,15887
404,57903,24589
405,64335,27301
406,38633,16531
407,73636,31248
408,103924,43955
409,46617,19864
410,114231,48402
411,66096,28060
412,100024,42326
413,3252,1423
414,39645,16941
415,99254,42001
416,38817,16596
417,113943,48280
418,61534,26126
419,94593,40041
420,65970,28007
421,33275,14268
422,3657,1605
423,59604,25297
424,57020,24231
425,43592,18615
426,7511,3296
427,107371,45463
428,120571,51138
429,84263,35753
430,126073,53526
431,78271,33192
432,3326,1459
433,118133,50078
434,57299,24333
435,43919,18746
436,1964,843
437,35585,15249
438,11208,4858
439,39138,16734
440,111236,47113
441,38639,16533
442,73573,31217
443,71988,30565
444,42311,18075
445,130032,55186
446,60297,25594
447,100229,42426
448,61079,25927
449,107444,45491
450,26336,11263
451,77606,32894
452,115365,48901
453,109388,46325
454,12860,5541
455,123384,52347
456,88946,37667
457,10134,4379
458,7385,3245
459,67356,28604
460,118182,50100
461,104426,44177
462,117241,49687
463,99912,42283
464,128941,54734
465,89288,37802
466,45569,19443
467,19332,8282
468,98492,41700
469,35500,15207
470,16439,7075
471,17786,7642
472,117092,49627
473,126818,53856
474,42408,18121
475,37796,16179
476,16748,7208
477,129714,55055
478,38979,16657
479,75481,32013
480,15977,6878
481,116588,49411
482,88897,37649
483,79269,33594
484,112204,47547
485,107620,45568
486,14603,6287
487,8182,3550
488,54730,23267
489,47526,20262
490,65363,27754
491,104123,44038
492,80802,34283
493,17332,7443
494,73983,31388
495,83872,35613
496,25548,10929
497,59841,25401
498,15576,6706
499,40467,17274
500,110189,46654
501,486,205
502,99320,42027
503,95467,40405
504,120843,51248
505,42629,18208
506,55138,23436
507,76129,32286
508,19141,8198
509,82694,35092
510,79499,33698
511,26229,11218
512,38826,16598
513,124224,52740
514,32693,14011
515,20775,8919
516,98012,41486
517,49549,21117
518,37518,16065
519,102016,43170
520,44118,18838
521,23017,9857
522,43160,18425
523,48259,20574
524,6395,2823
525,108038,45743
526,87855,37220
527,71065,30183
528,16850,7252
529,36145,15460
530,4251,1857
531,28431,12161
532,114935,48704
533,97741,41361
534,33960,14555
535,568,239
536,118408,50204
537,65151,27671
538,8141,3532
539,97721,41355
540,61104,25938
541,71773,30472
542,66973,28437
543,24725,10588
544,42290,18063
545,14398,6206
546,51776,22065
547,53805,22878
548,122763,52066
549,74099,31438
550,82470,35001
551,70029,29736
552,64164,27234
553,85322,36204
554,118138,50081
555,14132,6092
556,108024,45736
557,110421,46756
558,10294,4453
559,84583,35894
560,117808,49936
561,1422,611
562,38155,16336
563,87257,36987
564,129928,55141
565,4001,1758
566,48608,20721
567,118212,50113
568,34673,14855
569,19100,8182
570,107705,45602
571,1722,744
572,61495,26113
573,33454,14351
574,5213,2281
575,59792,25381
576,48046,20461
577,58365,24794
578,120907,51275
579,19937,8544
580,2629,1136
581,91924,38925
582,10892,4721
583,110712,46891
584,94297,39912
585,8055,3503
586,103640,43841
587,22834,9769
588,69762,29618
589,28994,12387
590,103569,43816
591,42872,18308
592,83329,35373
593,62687,26617
594,27407,11715
595,104477,44201
596,125904,53453
597,102301,43285
598,17890,7688
599,44046,18802
600,30617,13092
601,105694,44724
602,48645,20742
603,48076,20478
604,127697,54228
605,54874,23331
606,84955,36046
607,107649,45578
608,12416,5357
609,85711,36373
610,113245,48001
611,27496,11751
612,77829,32997
613,38096,16312
614,117781,49923
615,23581,10098
616,57741,24518
617,15164,6536
618,66586,28278
619,40944,17487
620,108924,46126
621,118912,50411
622,63927,27138
623,89123,37742
624,18931,8115
625,83277,35352
626,57810,24549
627,128095,54391
628,72455,30756
629,127938,54322
630,34225,14650
631,22895,9797
632,99275,42007
633,63901,27127
634,102106,43205
635,32806,14061
636,51627,21996
637,8391,3636
638,112365,47628
639,98227,41580
640,29392,12563
641,5917,2593
642,129333,54894
643,117319,49718
644,46695,19901
645,67122,28500
646,83025,35226
647,114375,48458
648,90845,38440
649,21233,9109
650,60576,25719
651,65246,27711
652,10532,4553
653,93700,39653
654,112442,47668
655,83778,35565
656,59365,25205
657,80371,34071
658,77358,32778
659,74495,31607
660,123727,52510
661,59530,25272
662,27683,11835
663,71092,30202
664,75773,32136
665,85436,36247
666,111499,47215
667,60452,25656
668,128370,54500
669,83199,35307
670,22091,9454
671,90722,38386
672,24857,10644
673,20674,8871
674,123099,52209
675,97384,41211
676,44551,19032
677,75245,31912
678,112567,47722
679,107146,45361
680,84494,35855
681,9576,4146
682,100697,42642
683,79948,33882
684,67583,28701
685,55310,23516
686,113372,48055
687,97957,41463
688,405,167
689,66600,28283
690,4729,2072
691,88233,37367
692,81248,34465
693,78027,33084
694,94498,39999
695,86609,36739
696,21244,9118
697,60522,25695
698,104899,44384
699,114478,48501
700,54751,23276
701,43561,18606
702,121523,51540
703,91584,38774
704,23370,10005
705,8122,3525
706,94507,40001
707,20509,8799
708,18223,7834
709,124972,53059
710,126605,53750
711,7626,3334
712,35129,15051
713,87805,37200
714,7185,3160
715,15440,6646
716,99388,42055
717,36497,15609
718,32038,13727
719,57333,24350
720,83560,35471
721,33868,14514
722,100210,42416
723,83680,35521
724,55262,23493
725,56677,24095
726,89724,37966
727,129548,54981
728,20886,8969
729,89139,37748
730,26265,11232
731,45855,19564
732,54986,23382
733,27119,11604
734,90608,38339
735,33663,14445
736,60800,25808
737,5364,2335
738,3963,1739
739,92616,39210
740,59551,25281
741,5849,2558
742,80510,34141
743,94912,40169
744,119572,50691
745,51450,21922
746,2963,1288
747,21034,9023
748,26541,11357
749,7860,3424
750,26464,11318
751,126766,53833
752,9575,4145
753,110979,47004
754,80783,34276
755,117882,49965
756,2432,1054
757,48577,20713
758,80465,34117
759,31049,13291
760,14521,6252
761,108279,45848
762,107266,45416
763,121644,51581
764,109437,46340
765,58557,24867
766,6932,3056
767,25345,10849
768,125890,53446
769,67982,28878
770,111605,47259
771,113640,48161
772,24892,10668
773,14223,6130
774,36471,15598
775,130392,55357
776,2153,923
777,59444,25238
778,108876,46104
779,93554,39595
780,103974,43974
781,47121,20103
782,112890,47864
783,120698,51188
784,83022,35224
785,2146,921
786,109496,46361
787,56220,23898
788,50358,21475
789,26480,11324
790,119597,50703
791,121291,51426
792,106899,45247
793,109273,46282
794,2258,974
795,121509,51530
796,79786,33821
797,82244,34910
798,7757,3386
799,90015,38093
800,126212,53590
801,61931,26307
802,122239,51839
803,111388,47168
804,33608,14423
805,101404,42917
806,39843,17029
807,110366,46728
808,94,41
809,105670,44714
810,114148,48370
811,7225,3175
812,109572,46396
813,14945,6440
814,3002,1310
815,123675,52485
816,17092,7358
817,24483,10478
818,39359,16826
819,50482,21524
820,68787,29225
821,57775,24535
822,126698,53798
823,50734,21617
824,126198,53585
825,48940,20863
826,41279,17623
827,36607,15658
828,100439,42514
829,87370,37029
830,55208,23470
831,110956,46995
832,130236,55276
833,15081,6500
834,72154,30634
835,44815,19146
836,58341,24778
837,85433,36245
838,125298,53204
839,44114,18835
840,103177,43648
841,468,196
842,128889,54716
843,35825,15340
844,28062,12003
845,35931,15385
846,3332,1463
847,48890,20840
848,64823,27517
849,997,411
850,112857,47846
851,34674,14856
852,3220,1408
853,125453,53272
854,50268,21441
855,118925,50416
856,26498,11333
857,44630,19064
858,53743,22851
859,53338,22678
860,42713,18247
861,21148,9074
862,24864,10647
863,85883,36457
864,17649,7585
865,87371,37030
866,90199,38169
867,4523,1981
868,119894,50838
869,7723,3377
870,24872,10654
871,113330,48035
872,12409,5354
873,51328,21861
874,35068,15029
875,4302,1878
876,88096,37309
877,32572,13964
878,101192,42839
879,64810,27511
880,6786,2989
881,24916,10680
882,127533,54146
883,14157,6098
884,43234,18461
885,110432,46762
886,4884,2142
887,130367,55344
888,122481,51933
889,67761,28784
890,31384,13432
891,36115,15451
892,50263,21437
893,104100,44029
894,101420,42922
895,78664,33346
896,65461,27799
897,121943,51709
898,41007,17517
899,81577,34612
900,88057,37291
901,125554,53315
902,69337,29439
903,3387,1491
904,120830,51242
905,128029,54359
906,33572,14404
907,80014,33912
908,50293,21448
909,121543,51549
910,11780,5091
911,78919,33452
912,55043,23406
913,58347,24783
914,28725,12272
915,113880,48254
916,47414,20208
917,21497,9214
918,61091,25933
919,91668,38819
920,70388,29891
921,109994,46571
922,17483,7515
923,91455,38729
924,15523,6679
925,657,274
926,51470,21929
927,6604,2915
928,108293,45854
929,120188,50965
930,61197,25980
931,128394,54512
932,10699,4638
933,12507,5394
934,123079,52202
935,88112,37316
936,24010,10288
937,96641,40890
938,93032,39384
939,84710,35947
940,90204,38171
941,101088,42791
942,15430,6643
943,20490,8789
944,33425,14340
945,48738,20774
946,103027,43586
947,89932,38050
948,36537,15629
949,71058,30180
950,68449,29076
951,48893,20841
952,27307,11672
953,28733,12277
954,111656,47283
955,54286,23084
956,55586,23634
957,92641,39223
958,66857,28392
959,34048,14585
960,26799,11471
961,97879,41424
962,12342,5317
963,44766,19123
964,56000,23807
965,65615,27856
966,61367,26056
967,88585,37506
968,85338,36212
969,13586,5858
970,52768,22444
971,6209,2730
972,119960,50866
973,13118,5659
974,59021,25055
975,108967,46146
976,57689,24495
977,79968,33894
978,69243,29400
979,122063,51764
980,74680,31679
981,104310,44124
982,44197,18866
983,57920,24595
984,51066,21756
985,95024,40222
986,118443,50222
987,33404,14331
988,110532,46806
989,92931,39344
990,70876,30101
991,19194,8226
992,116513,49383
993,16137,6946
994,84492,35854
995,73174,31058
996,75426,31991
997,76639,32487
998,14363,6194
999,32506,13939
1000,67825,28812
1001,24627,10548
1002,130300,55315
1003,122279,51850
1004,72683,30858
1005,109223,46257
1006,122926,52132
1007,96038,40631
1008,46820,19956
1009,13554,5844
1010,46513,19822
1011,73771,31301
1012,68565,29132
1013,1853,793
1014,91649,38810
1015,79054,33503
1016,63327,26877
1017,20535,8809
1018,10240,4425
1019,28552,12206
1020,128655,54628
1021,25930,11107
1022,51454,21923
1023,50714,21613
1024,111840,47369
1025,90937,38480
1026,18920,8109
1027,23670,10149
1028,24873,10655
1029,109117,46211
1030,62264,26445
1031,126374,53653
1032,106381,45018
1033,69249,29403
1034,54449,23150
1035,34219,14647
1036,106904,45249
1037,62038,26354
1038,42697,18239
1039,75930,32200
1040,51988,22139
1041,26420,11297
1042,119810,50801
1043,104752,44325
1044,8380,3629
1045,23132,9903
1046,116967,49576
1047,115685,49052
1048,96427,40798
1049,28187,12053
1050,99244,41997
1051,125227,53166
1052,130123,55226
1053,34136,14616
1054,90902,38463
1055,101719,43053
1056,59648,25313
1057,3253,1424
1058,31913,13666
1059,48662,20746
1060,99637,42160
1061,47792,20361
1062,32063,13742
1063,14121,6084
1064,8355,3620
1065,124249,52750
1066,68489,29096
1067,35121,15048
1068,25707,11014
1069,28863,12328
1070,55523,23607
1071,75295,31936
1072,28176,12048
1073,76516,32442
1074,20336,8710
1075,117809,49937
1076,113325,48033
1077,41392,17673
1078,125900,53452
1079,31323,13401
1080,82553,35036
1081,93176,39432
1082,112457,47675
1083,13654,5892
1084,20829,8940
1085,125795,53408
1086,89878,38032
1087,97279,41167
1088,12385,5339
1089,100149,42384
1090,129290,54883
1091,82540,35030
1092,90406,38247
1093,13598,5862
1094,52976,22538
1095,59672,25326
1096,35685,15286
1097,101451,42940
1098,4229,1845
1099,27993,11969
1100,48389,20632
1101,66746,28348
1102,74986,31799
1103,64063,27191
1104,3974,1746
1105,41712,17814
1106,84983,36064
1107,9454,4090
1108,97348,41200
1109,11937,5159
1110,31300,13391
1111,25315,10835
1112,22134,9477
1113,45691,19491
1114,77600,32891
1115,124559,52884
1116,106431,45038
1117,60839,25828
1118,3772,1653
1119,30780,13161
1120,123642,52469
1121,42897,18319
1122,91675,38822
1123,58695,24919
1124,16314,7016
1125,71289,30282
1126,122845,52095
1127,127847,54280
1128,41726,17820
1129,84589,35897
1130,91835,38882
1131,10323,4465
1132,90255,38189
1133,42343,18087
1134,127394,54092
1135,59302,25172
1136,56862,24171
1137,89036,37712
1138,77586,32886
1139,8269,3583
1140,98437,41680
1141,23326,9986
1142,102660,43430
1143,87837,37213
1144,78784,33388
1145,37052,15852
1146,124722,52954
1147,62260,26441
1148,80054,33930
1149,30999,13269
1150,16559,7126
1151,68538,29120
1152,115524,48974
1153,24139,10345
1154,81931,34769
1155,62866,26691
1156,8792,3797
1157,69447,29481
1158,22518,9636
1159,112467,47680
1160,39608,16929
1161,13160,5676
1162,2168,930
1163,12969,5589
1164,108791,46069
1165,1684,725
1166,113977,48296
1167,33132,14212
1168,91364,38681
1169,98522,41713
1170,24909,10676
1171,25891,11089
1172,65787,27930
1173,48594,20719
1174,21921,9389
1175,104341,44136
1176,47618,20292
1177,61378,26060
1178,13031,5618
1179,16916,7282
1180,1950,834
1181,114658,48576
1182,28959,12374
1183,77072,32654
1184,128708,54646
1185,124716,52951
1186,20699,8884
1187,1800,776
1188,52965,22533
1189,24676,10565
1190,60374,25626
1191,63201,26830
1192,110673,46874
1193,124771,52973
1194,106925,45258
1195,26786,11465
1196,115145,48804
1197,3081,1352
1198,76068,32259
1199,123343,52326
1200,91997,38948
1201,5391,2350
1202,29504,12611
1203,19915,8532
1204,65422,27779
1205,78440,33263
1206,72041,30584
1207,106823,45214
1208,60729,25780
1209,88783,37596
1210,67358,28605
1211,92681,39238
1212,14986,6457
1213,29419,12579
1214,53713,22840
1215,27914,11931
1216,81544,34604
1217,79635,33755
1218,29255,12502
1219,67855,28826
1220,70142,29786
1221,102288,43279
1222,54532,23182
1223,41295,17631
1224,121115,51351
1225,122400,51897
1226,15187,6542
1227,42283,18058
1228,118195,50107
1229,55680,23674
1230,120773,51223
1231,7893,3440
1232,9966,4308
1233,71564,30384
1234,9122,3949
1235,94453,39980
1236,48122,20505
1237,110915,46976
1238,4570,2002
1239,100300,42454
1240,122053,51759
1241,18073,7769
1242,22489,9624
1243,4326,1888
1244,97946,41455
1245,53305,22662
1246,18669,8016
1247,113189,47978
1248,20972,8999
1249,15858,6825
1250,82561,35041
1251,54770,23284
1252,128058,54371
1253,15886,6840
1254,25601,10954
1255,6848,3018
1256,73361,31131
1257,21030,9020
1258,115175,48818
1259,69534,29524
1260,111361,47155
1261,91841,38884
1262,59678,25330
1263,63134,26804
1264,64865,27537
1265,121225,51398
1266,63459,26927
1267,62268,26448
1268,14819,6379
1269,74770,31720
1270,75863,32175
1271,1613,692
1272,50382,21481
1273,92648,39225
1274,94798,40126
1275,39728,16979
1276,33904,14533
1277,35675,15280
1278,32354,13878
1279,31750,13585
1280,39097,16711
1281,65053,27627
1282,121139,51364
1283,6906,3044
1284,4246,1854
1285,81645,34641
1286,25664,10992
1287,69622,29558
1288,7934,3452
1289,12080,5220
1290,1453,629
1291,64719,27470
1292,86197,36581
1293,13433,5788
1294,13214,5700
1295,52269,22253
1296,22450,9604
1297,111208,47103
1298,10616,4601
1299,81271,34474
1300,89069,37725
1301,116983,49584
1302,63610,26997
1303,73377,31136
1304,10475,4531
1305,47113,20100
1306,60609,25728
1307,56012,23812
1308,10889,4719
1309,44416,18965
1310,76163,32303
1311,73606,31232
1312,16999,7317
1313,84093,35690
1314,21181,9088
1315,79290,33604
1316,75868,32177
1317,20973,9000
1318,113641,48162
1319,47490,20243
1320,87285,36999
1321,79846,33844
1322,92612,39208
1323,98173,41559
1324,34533,14791
1325,3158,1382
1326,38766,16576
1327,94899,40162
1328,4347,1903
1329,115070,48767
1330,36658,15681
1331,56147,23868
1332,51264,21838
1333,15909,6850
1334,113242,47998
1335,54470,23158
1336,16144,6948
1337,57890,24584
1338,72540,30791
1339,123620,52459
1340,50007,21330
1341,97893,41430
1342,37327,15981
1343,13734,5925
1344,17390,7467
1345,68632,29165
1346,81692,34669
1347,1193,497
1348,6163,2708
1349,57200,24303
1350,99827,42243
1351,400,164
1352,60497,25685
1353,26445,11310
1354,60349,25616
1355,122067,51767
1356,30226,12936
1357,51841,22089
1358,100930,42730
1359,69803,29635
1360,92667,39232
1361,66045,28034
1362,10609,4595
1363,30685,13121
1364,112170,47528
1365,41186,17585
1366,22698,9711
1367,2693,1163
1368,13664,5898
1369,104326,44128
1370,37988,16266
1371,108231,45827
1372,51922,22116
1373,106016,44857
1374,110749,46907
1375,45182,19300
1376,72625,30830
1377,30579,13078
1378,120956,51292
1379,49510,21101
1380,908,388
1381,112146,47515
1382,128471,54547
1383,98954,41885
1384,87115,36930
1385,105715,44732
1386,108883,46108
1387,22939,9820
1388,20289,8693
1389,66571,28270
1390,22496,9627
1391,117452,49779
1392,62912,26713
1393,5964,2620
1394,2805,1213
1395,119974,50874
1396,67772,28791
1397,35918,15378
1398,106828,45216
1399,95551,40438
1400,40724,17393
1401,27171,11621
1402,101964,43148
1403,125014,53077
1404,112585,47731
1405,58201,24716
1406,113297,48021
1407,118379,50193
1408,84123,35699
1409,36786,15733
1410,119972,50872
1411,386,157
1412,11232,4869
1413,69662,29578
1414,87222,36975
1415,19665,8432
1416,46095,19662
1417,94936,40180
1418,108503,45942
1419,24939,10689
1420,109517,46370
1421,49771,21216
1422,90362,38226
1423,66339,28158
1424,30377,12995
1425,50831,21658
1426,13888,5990
1427,51445,21918
1428,55200,23469
1429,93411,39525
1430,75907,32193
1431,129439,54940
1432,94383,39952
1433,112823,47829
1434,127574,54163
1435,64580,27415
1436,70843,30082
1437,19436,8322
1438,6562,2900
1439,7638,3339
1440,57815,24552
1441,23297,9971
1442,35308,15124
1443,93491,39559
1444,14874,6410
1445,56364,23960
1446,58633,24896
1447,123108,52213
1448,41512,17727
1449,110409,46749
1450,87809,37202
1451,108997,46159
1452,113332,48036
1453,22383,9579
1454,58371,24797
1455,102560,43392
1456,5613,2442
1457,90766,38407
1458,2984,1297
1459,110886,46961
1460,93301,39480
1461,95925,40581
1462,117384,49748
1463,78074,33107
1464,91078,38546
1465,39455,16864
1466,48702,20760
1467,23802,10200
1468,117710,49892
1469,59803,25386
1470,9514,4116
1471,75368,31970
1472,78694,33358
1473,111196,47099
1474,18141,7798
1475,72253,30677
1476,6330,2787
1477,70808,30067
1478,112410,47652
1479,113689,48185
1480,48516,20684
1481,121645,51582
1482,54518,23173
1483,62794,26655
1484,35736,15306
1485,114303,48432
1486,98343,41634
1487,74348,31548
1488,67776,28792
1489,74017,31402
1490,98095,41527
1491,66006,28023
1492,33881,14520
1493,47603,20288
1494,18363,7894
1495,70348,29871
1496,108376,45891
1497,31726,13574
1498,30321,12975
1499,12856,5540
1500,53108,22582
1501,57704,24505
1502,31390,13434
1503,28910,12346
1504,65943,27998
1505,84575,35891
1506,23292,9967
1507,99509,42104
1508,39263,16792
1509,129550,54982
1510,126524,53706
1511,101433,42931
1512,123887,52583
1513,31202,13349
1514,43526,18593
1515,78592,33321
1516,61772,26232
1517,42324,18080
1518,8817,3807
1519,35858,15354
1520,78677,33353
1521,104947,44403
1522,12433,5362
1523,50930,21700
1524,88864,37634
1525,30017,12847
1526,29352,12544
1527,78004,33078
1528,70936,30126
1529,42935,18335
1530,69465,29493
1531,39082,16702
1532,7946,3458
1533,46768,19931
1534,94047,39779
1535,16926,7285
1536,118893,50402
1537,37780,16172
1538,59483,25253
1539,2663,1149
1540,44756,19120
1541,35455,15184
1542,90414,38253
1543,60052,25496
1544,55368,23535
1545,92073,38986
1546,34013,14576
1547,48178,20530
1548,123166,52238
1549,58602,24883
1550,109087,46198
1551,68324,29018
1552,104686,44297
1553,53858,22905
1554,78385,33239
1555,57347,24351
1556,51368,21879
1557,5139,2252
1558,67929,28861
1559,110646,46856
1560,51121,21778
1561,47681,20319
1562,9468,4097
1563,43688,18655
1564,39127,16729
1565,45022,19224
1566,70334,29864
1567,12571,5424
1568,26856,11493
1569,54900,23345
1570,129283,54879
1571,122185,51819
1572,75012,31815
1573,15136,6522
1574,15160,6533
1575,107871,45669
1576,101041,42770
1577,22046,9436
1578,63721,27047
1579,117191,49673
1580,114410,48473
1581,13659,5895
1582,73191,31065
1583,116108,49205
1584,35928,15383
1585,117417,49762
1586,116915,49554
1587,10238,4424
1588,17278,7424
1589,106279,44971
1590,78505,33292
1591,10574,4578
1592,107718,45605
1593,12954,5582
1594,59513,25264
1595,106218,44946
1596,87191,36962
1597,47941,20419
1598,111793,47344
1599,85918,36468
1600,86300,36621
1601,86269,36609
1602,34514,14781
1603,112231,47562
1604,84267,35754
1605,80488,34129
1606,46002,19624
1607,2588,1118
1608,103943,43964
1609,118023,50028
1610,46205,19702
1611,33309,14286
1612,121528,51544
1613,93815,39695
1614,10994,4770
1615,80967,34361
1616,124906,53030
1617,64392,27330
1618,59484,25254
1619,107770,45624
1620,20351,8719
1621,124832,52998
1622,77329,32767
1623,121909,51690
1624,106651,45133
1625,124957,53054
1626,72215,30655
1627,5188,2270
1628,114959,48719
1629,67093,28487
1630,29166,12464
1631,61781,26236
1632,41966,17924
1633,121505,51528
1634,122217,51833
1635,14956,6444
1636,119650,50730
1637,44523,19018
1638,90640,38353
1639,4050,1782
1640,110754,46910
1641,40408,17250
1642,7311,3210
1643,70557,29968
1644,28855,12326
1645,17137,7376
1646,120079,50911
1647,72062,30593
1648,117361,49739
1649,17132,7374
1650,57448,24401
1651,72550,30794
1652,91097,38552
1653,101354,42893
1654,106978,45281
1655,52228,22238
1656,110103,46620
1657,35720,15298
1658,63954,27151
1659,76230,32333
1660,21339,9151
1661,37024,15839
1662,75984,32221
1663,125660,53356
1664,34919,14960
1665,16661,7168
1666,51039,21744
1667,39321,16814
