experiment,draw_index0,retained_receivers,method,parent_n,coverage_fraction,n_ineligible,full_parent_median_m,full_survivor_median_m,removal_component_m,selection_component_m,total_displayed_change_m,n,median_m,mean_m,p90_m,over_1km_fraction,FP_all_parent_median_m
removal_23_4,4,23,FP_k3,2495,0.7198396793587174,699,219.29225647763056,199.44042372674573,-0.08428268287616447,-19.851832750884824,-19.93611543376099,1796,199.35614104386957,325.18217918806164,808.8206521476462,0.06904231625835189,238.79637883964608
removal_23_4,4,23,MinMax,2495,0.7198396793587174,699,467.635802988949,470.9532095479391,-16.818645125004196,3.317406558990058,-13.501238566014138,1796,454.1345644229349,578.061717877069,1245.5396499553317,0.19320712694877507,
removal_23_5,5,23,FP_k3,2495,0.38957915831663326,1523,219.29225647763056,252.54918886455673,24.34225994285245,33.25693238692617,57.59919232977862,972,276.8914488074092,406.22562988554864,984.2849489462349,0.09670781893004116,321.5034816648067
removal_23_5,5,23,MinMax,2495,0.38957915831663326,1523,467.635802988949,606.323758949471,95.31804622340394,138.68795596052195,234.0060021839259,972,701.6418051728749,835.3241265579422,1871.98083887455,0.36213991769547327,
removal_23_6,6,23,FP_k3,2495,0.3995991983967936,1498,219.29225647763056,296.560310345358,38.617647957130885,77.26805386772745,115.88570182485833,997,335.1779583024889,459.7188088683151,1063.00155196113,0.11835506519558676,301.56278278795025
removal_23_6,6,23,MinMax,2495,0.3995991983967936,1498,467.635802988949,691.9184195254946,108.89194862277157,224.28261653654562,333.1745651593172,997,800.8103681482662,907.0256852581988,1811.156934688415,0.3881644934804413,
removal_23_7,7,23,FP_k3,2495,0.42845691382765533,1426,219.29225647763056,322.3180542653988,15.268920129891569,103.02579778776825,118.29471791765982,1069,337.5869743952904,458.39872881572563,1007.2649152376229,0.1028999064546305,264.015181316649
removal_23_7,7,23,MinMax,2495,0.42845691382765533,1426,467.635802988949,664.8350333621066,-43.92755027100907,197.1992303731576,153.27168010214854,1069,620.9074830910976,766.7996047045172,1527.6721391516096,0.2637979420018709,
removal_16_0,0,16,FP_k3,2495,0.27655310621242485,1805,219.29225647763056,314.1497900679344,52.124250267305,94.85753359030386,146.98178385760886,690,366.2740403352394,497.9060744049493,1054.6597233481352,0.1144927536231884,628.6116417183216
removal_16_0,0,16,MinMax,2495,0.27655310621242485,1805,467.635802988949,681.9542306370106,4.2203346339640575,214.31842764806157,218.53876228202563,690,686.1745652709747,824.7259214857016,1620.016152072111,0.26666666666666666,
removal_16_1,1,16,FP_k3,2495,0.3847695390781563,1535,219.29225647763056,278.39878376939225,85.81147512412986,59.106527291761694,144.91800241589155,960,364.2102588935221,483.8622753285514,1076.3280663199344,0.125,428.61112314568294
removal_16_1,1,16,MinMax,2495,0.3847695390781563,1535,467.635802988949,644.4647142479665,-58.54882608162677,176.8289112590175,118.28008517739073,960,585.9158881663398,727.3286776097062,1456.8545777195998,0.24895833333333334,
removal_16_2,2,16,FP_k3,2495,0.32344689378757513,1688,219.29225647763056,334.82550295439603,15.823779210583155,115.53324647676547,131.35702568734862,807,350.6492821649792,478.5610676235114,1106.8589606899016,0.11895910780669144,399.33885815615946
removal_16_2,2,16,MinMax,2495,0.32344689378757513,1688,467.635802988949,687.3798935405879,-60.963451470430414,219.74409055163886,158.78063908120845,807,626.4164420701575,761.53180642661,1534.7463479297644,0.2701363073110285,
removal_16_3,3,16,FP_k3,2495,0.42404809619238476,1437,219.29225647763056,308.776092202767,93.81837203907901,89.48383572513646,183.30220776421547,1058,402.594464241846,563.2296892802046,1265.740316113776,0.1720226843100189,312.84076290223965
removal_16_3,3,16,MinMax,2495,0.42404809619238476,1437,467.635802988949,644.4647142479665,74.48599933866592,176.8289112590175,251.31491059768342,1058,718.9507135866324,880.9339882710624,1773.6575895830674,0.3601134215500945,
removal_16_4,4,16,FP_k3,2495,0.5114228456913827,1219,219.29225647763056,59.295621482539076,16.477820383323092,-159.99663499509148,-143.5188146117684,1276,75.77344186586217,340.4950301480822,1029.4050403065926,0.10579937304075235,363.5000018001217
removal_16_4,4,16,MinMax,2495,0.5114228456913827,1219,467.635802988949,327.4109842974018,-65.00383684806462,-140.22481869154723,-205.22865553961185,1276,262.4071474493372,606.2290906177343,1546.2539422552622,0.2445141065830721,
removal_16_5,5,16,FP_k3,2495,0.3186372745490982,1700,219.29225647763056,320.48293875645845,97.84987765779846,101.1906822788279,199.04055993662635,795,418.3328164142569,609.3424923870988,1375.3375719138614,0.20125786163522014,571.6370051194689
removal_16_5,5,16,MinMax,2495,0.3186372745490982,1700,467.635802988949,715.5987703612269,319.70775665839994,247.9629673722779,567.6707240306778,795,1035.3065270196269,1107.6977091972371,2029.6008018611797,0.5220125786163522,
removal_16_6,6,16,FP_k3,2495,0.33867735470941884,1650,219.29225647763056,324.3079157432278,170.2859951201366,105.01565926559724,275.30165438573385,845,494.5939108633644,649.0034874503632,1395.9357245111287,0.22248520710059172,453.53396151774893
removal_16_6,6,16,MinMax,2495,0.33867735470941884,1650,467.635802988949,649.7116426679188,35.50055224131006,182.07583967896977,217.57639192027983,845,685.2121949092289,835.0940050188458,1569.3904088894337,0.31124260355029587,
removal_16_7,7,16,FP_k3,2495,0.381563126252505,1543,219.29225647763056,294.7414375069658,99.91042194683632,75.44918102933522,175.35960297617154,952,394.6518594538021,504.1481627664623,1053.7371198558312,0.11764705882352941,371.27694592763663
removal_16_7,7,16,MinMax,2495,0.381563126252505,1543,467.635802988949,637.5494461632845,85.95958518829593,169.9136431743355,255.87322836263144,952,723.5090313515805,852.7111847944416,1561.4478357123235,0.29831932773109243,
removal_10_0,0,10,FP_k3,2495,0.07094188376753507,2318,219.29225647763056,242.6408130838257,86.95317276382852,23.34855660619513,110.30172937002365,177,329.5939858476542,426.2706202270502,716.9381264229128,0.06779661016949153,527.0815347231422
removal_10_0,0,10,MinMax,2495,0.07094188376753507,2318,467.635802988949,711.9591976732149,-249.4299924096954,244.3233946842659,-5.106597725429481,177,462.52920526351954,618.1341515059968,1306.1840937191262,0.1864406779661017,
removal_10_1,1,10,FP_k3,2495,0.08537074148296593,2282,219.29225647763056,39.0781691187937,-1.802914357423795,-180.21408735883685,-182.01700171626067,213,37.27525476136991,415.7990159795241,1315.8219674157874,0.18309859154929578,646.1080972209912
removal_10_1,1,10,MinMax,2495,0.08537074148296593,2282,467.635802988949,665.3670750223074,248.6758482160867,197.73127203335838,446.4071202494451,213,914.0429232383941,895.1403090820335,1857.9238158863654,0.4835680751173709,
removal_10_2,2,10,FP_k3,2495,0.12064128256513026,2194,219.29225647763056,310.3532170511285,222.41798352252596,91.06096057349797,313.47894409602395,301,532.7712005736545,717.9331870219721,1483.1452747467783,0.24916943521594684,1113.1896766880725
removal_10_2,2,10,MinMax,2495,0.12064128256513026,2194,467.635802988949,790.3451857223685,582.4421233532797,322.70938273341943,905.1515060866991,301,1372.7873090756482,1266.0500181210423,2069.297645809688,0.6445182724252492,
removal_10_3,3,10,FP_k3,2495,0.09138276553106213,2267,219.29225647763056,323.29939797840046,235.15427323991963,104.0071415007699,339.16141474068957,228,558.4536712183201,736.5964830932822,1597.91744205382,0.2850877192982456,830.7657439236648
removal_10_3,3,10,MinMax,2495,0.09138276553106213,2267,467.635802988949,817.4966181179511,501.4646078576575,349.8608151290021,851.3254229866595,228,1318.9612259756086,1335.5501080339166,2307.6902149917883,0.6491228070175439,
removal_10_4,4,10,FP_k3,2495,0.22004008016032064,1946,219.29225647763056,310.42129789301333,254.6438445134042,91.12904141538277,345.772885928787,549,565.0651424064175,707.994642030186,1467.0192061783741,0.26229508196721313,630.3576324969641
removal_10_4,4,10,MinMax,2495,0.22004008016032064,1946,467.635802988949,673.0557130828819,22.57451955865656,205.41991009393286,227.99442965258942,549,695.6302326415384,796.845613929804,1444.5983156273655,0.2987249544626594,
removal_10_5,5,10,FP_k3,2495,0.28937875751503006,1773,219.29225647763056,299.3317478476447,171.30968917059374,80.03949137001413,251.34918054060788,722,470.64143701823843,622.5837834799913,1385.6399276137436,0.1786703601108033,531.5164934412024
removal_10_5,5,10,MinMax,2495,0.28937875751503006,1773,467.635802988949,600.791358514881,223.69446085805635,133.15555552593202,356.85001638398836,722,824.4858193729374,999.5403891404229,2155.8009865624003,0.38365650969529086,
removal_10_6,6,10,FP_k3,2495,0.09619238476953908,2255,219.29225647763056,327.5347116090045,102.04228564151407,108.24245513137393,210.284740772888,240,429.57699725051856,608.822328921104,1317.5309319672467,0.17083333333333334,762.8198011458513
removal_10_6,6,10,MinMax,2495,0.09619238476953908,2255,467.635802988949,688.3059355138007,10.472807770211148,220.67013252485168,231.14294029506283,240,698.7787432840119,903.0168899979546,2036.5439831121837,0.32083333333333336,
removal_10_7,7,10,FP_k3,2495,0.1402805611222445,2145,219.29225647763056,281.778986753956,70.53868547995825,62.48673027632546,133.0254157562837,350,352.31767223391427,450.70361925589754,912.7356078201451,0.08285714285714285,452.3057895361336
removal_10_7,7,10,MinMax,2495,0.1402805611222445,2145,467.635802988949,793.3236550031843,42.35630596535407,325.68785201423526,368.04415797958933,350,835.6799609685384,948.006445417799,1645.9365902662817,0.35714285714285715,
removal_6_0,0,6,FP_k3,2495,0.052104208416833664,2365,219.29225647763056,316.71675708276473,191.79588240635712,97.42450060513417,289.2203830114913,130,508.51263948912185,671.086903226958,1265.6029909721942,0.23076923076923078,1255.027461829814
removal_6_0,0,6,MinMax,2495,0.052104208416833664,2365,467.635802988949,748.6694153489765,1104.263135595786,281.03361236002746,1385.2967479558133,130,1852.9325509447624,1786.939510908867,2466.7424670316436,0.9153846153846154,
removal_6_1,1,6,FP_k3,2495,0.01282565130260521,2463,219.29225647763056,333.4654369637459,187.2592592745765,114.17318048611534,301.43243976069186,32,520.7246962383224,619.2013294921751,1227.0925834470152,0.1875,919.150267461589
removal_6_1,1,6,MinMax,2495,0.01282565130260521,2463,467.635802988949,732.5171013714837,895.0782632149674,264.8812983825347,1159.959561597502,32,1627.595364586451,1447.834687615927,2182.442155941151,0.59375,
removal_6_2,2,6,FP_k3,2495,0.01002004008016032,2470,219.29225647763056,603.6470345000016,13.805006053039278,384.3547780223711,398.15978407541036,25,617.4520405530409,672.9354993664382,1175.8068947247143,0.28,1248.007455297499
removal_6_2,2,6,MinMax,2495,0.01002004008016032,2470,467.635802988949,1162.473730645698,-3.9192085653724007,694.8379276567489,690.9187190913765,25,1158.5545220803256,1228.628222079371,2045.8695677349192,0.6,
removal_6_3,3,6,FP_k3,2495,0.10981963927855712,2221,219.29225647763056,277.52584034484585,141.27463713778377,58.23358386721529,199.50822100499906,274,418.8004774826296,562.393442300265,1313.3405788071093,0.17518248175182483,994.0955940079748
removal_6_3,3,6,MinMax,2495,0.10981963927855712,2221,467.635802988949,833.3642648538804,250.38490717822958,365.7284618649314,616.1133690431609,274,1083.74917203211,1121.0923942357508,1710.7395907371047,0.5912408759124088,
removal_6_4,4,6,FP_k3,2495,0.004809619238476954,2483,219.29225647763056,379.30807512048636,-100.15425013699593,160.0158186428558,59.86156850585988,12,279.15382498349044,387.97651290648014,851.4111606447024,0.08333333333333333,1403.4842742942385
removal_6_4,4,6,MinMax,2495,0.004809619238476954,2483,467.635802988949,1304.1728459736364,40.39405000881584,836.5370429846873,876.9310929935032,12,1344.5668959824523,1402.7837519245747,1707.4198256191862,0.8333333333333334,
removal_6_5,5,6,FP_k3,2495,0.03687374749498998,2403,219.29225647763056,361.3912574988334,71.61172677631032,142.09900102120284,213.71072779751316,92,433.0029842751437,652.2201891356852,1487.8735305196396,0.25,1073.491915402079
removal_6_5,5,6,MinMax,2495,0.03687374749498998,2403,467.635802988949,924.4347794058165,540.2927895992823,456.79897641686745,997.0917660161497,92,1464.7275690050988,1362.7454484677232,2333.0955653959863,0.6195652173913043,
removal_6_6,6,6,FP_k3,2495,0.021643286573146292,2441,219.29225647763056,413.04884212579634,392.0744949921466,193.75658564816578,585.8310806403124,54,805.1233371179429,829.9722354209797,1521.4065504751507,0.2962962962962963,935.1942250797583
removal_6_6,6,6,MinMax,2495,0.021643286573146292,2441,467.635802988949,611.9490537729528,500.4836620390622,144.31325078400374,644.7969128230659,54,1112.432715812015,1124.4243640074196,1691.840190489981,0.5370370370370371,
removal_6_7,7,6,FP_k3,2495,0.0016032064128256513,2491,219.29225647763056,203.01986572097084,512.6980525573032,-16.272390756659718,496.4256618006435,4,715.717918278274,707.3866795411972,1304.4226882964565,0.5,948.7697278959397
removal_6_7,7,6,MinMax,2495,0.0016032064128256513,2491,467.635802988949,1138.5507221893154,683.5317233024989,670.9149192003663,1354.4466425028652,4,1822.0824454918143,2432.871634521901,3579.762441469833,1.0,
